"cne","cin","Nom","Prenom","anneeNaissance","VilleBac","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"151","AB302701534","PICGU","NPEZE","1999","Tanger","Indus","3","12","10","19","10","11","18","0","1","1","9","Agadir","9","Fes","15","Fes"
"157","AB366843364","GYEUA","VDWVK","2001","Marrakech","Indus","3","20","17","10","11","19","20","1","2","2","19","Rabat","20","Tetouan","20","Nador"
"166","AB958693184","UKEGC","EAEVN","1999","Oujda","Indus","3","13","14","10","11","10","9","5","0","2","9","Tetouan","9","Fes","16","Marrakech"
"171","AB205363770","JAGYR","NBPBW","1998","Rabat","Indus","3","11","13","18","19","12","11","4","0","0","12","Agadir","17","Fes","14","Tanger"
"175","AB177904414","PJNLW","JJAYY","1998","Fes","Indus","1","11","13","17","19","16","20","2","1","2","20","Rabat","12","Oujda","19","Nador"
"179","AB472276367","WHSPW","SOOCD","1998","Tanger","Indus","1","17","15","14","20","13","13","2","2","1","10","Oujda","13","Nador","9","Agadir"
"180","AB072876267","FIHFD","RBNWW","2002","Oujda","Indus","1","14","10","14","15","10","10","2","2","0","10","Nador","15","Marrakech","12","Tetouan"
"181","AB895131680","XWMLE","TIUTH","2001","Oujda","Indus","3","15","12","11","18","11","16","2","1","1","18","Casablanca","9","Tetouan","19","Fes"
"182","AB296619019","NLVPE","WWNWC","2000","Nador","Indus","2","12","15","12","10","14","18","2","1","0","20","Rabat","16","Casablanca","13","Fes"
"188","AB345078616","FVOAV","UOXWN","1999","Agadir","Indus","3","16","9","20","14","11","11","1","3","2","10","Marrakech","10","Agadir","14","Agadir"
"196","AB039362752","JCFOG","FEOFZ","2000","Fes","Indus","1","13","17","18","16","13","20","5","0","1","14","Marrakech","10","Casablanca","20","Fes"
"197","AB197214428","PNHNB","PUOFI","2001","Tetouan","Indus","2","9","9","15","19","11","13","1","3","1","12","Oujda","11","Fes","10","Marrakech"
"198","AB422445177","PYMTS","YRHTQ","2000","Fes","Indus","2","13","19","15","14","12","10","0","3","0","17","Rabat","11","Agadir","9","Nador"
"229","AB087744319","QCVNP","CVSSP","2000","Marrakech","Indus","2","20","14","18","18","16","17","3","2","2","11","Rabat","15","Oujda","13","Fes"
"230","AB698152929","OXOXL","UTHEI","1999","Nador","Indus","1","10","20","13","12","14","12","2","1","2","15","Marrakech","9","Nador","11","Oujda"
"231","AB949504160","KHKIO","IXAGS","2001","Casablanca","Indus","2","14","14","9","12","9","20","1","3","0","19","Nador","19","Rabat","12","Fes"
"236","AB572683093","IEEXV","FGTDN","2000","Tetouan","Indus","1","19","17","19","15","9","16","5","1","1","11","Marrakech","14","Tanger","11","Casablanca"
"237","AB777912050","KUPUG","GTNQL","1999","Nador","Indus","3","16","12","18","20","10","16","4","2","2","12","Rabat","9","Tanger","15","Fes"
"245","AB489101265","NZDFN","DHCLM","2002","Rabat","Indus","1","9","15","9","14","15","15","0","0","1","15","Rabat","18","Rabat","16","Tanger"
"248","AB178919087","AHNIS","RNNDW","2001","Oujda","Indus","1","11","14","12","19","12","18","3","3","1","9","Agadir","15","Fes","15","Casablanca"
"251","AB278116377","OGLTQ","UQZZE","1999","Fes","Indus","2","20","17","15","13","9","18","0","0","2","15","Oujda","17","Oujda","14","Casablanca"
"252","AB978426089","FIWRV","KXUSX","1998","Rabat","Indus","2","10","12","17","13","17","13","5","1","2","17","Tanger","9","Fes","17","Marrakech"
"266","AB663089456","ILROH","OQIQO","2001","Fes","Indus","2","19","15","17","18","14","20","2","2","1","9","Tanger","11","Fes","13","Fes"
"267","AB077799342","DYYKG","KXOPH","2002","Oujda","Indus","2","13","9","15","15","14","12","1","0","0","13","Tetouan","9","Oujda","9","Tetouan"
"270","AB763562113","QZOXY","BTYUZ","2001","Marrakech","Indus","1","16","9","12","12","10","19","5","3","2","10","Tetouan","11","Nador","17","Rabat"
"276","AB388903045","GDTGF","VIDPQ","1999","Marrakech","Indus","1","16","9","14","18","16","14","4","0","2","13","Fes","20","Rabat","9","Casablanca"
"280","AB216731977","DNYBZ","OSLLC","2001","Marrakech","Indus","1","15","18","9","11","14","15","2","0","2","17","Oujda","15","Casablanca","19","Tetouan"
"294","AB015975230","LJLXB","ICPWE","1999","Fes","Indus","3","14","19","18","11","10","16","5","1","0","14","Tanger","18","Tanger","17","Nador"
"300","AB092972168","VGBTL","YABUP","1998","Tanger","Indus","1","16","13","18","14","15","12","3","3","0","10","Tetouan","16","Fes","11","Oujda"
"307","AB501241168","WRKBN","GCVVW","1999","Casablanca","Indus","2","13","17","9","20","13","9","2","1","2","17","Oujda","14","Fes","13","Tanger"
"310","AB803372242","BPTOV","BCVKC","2000","Oujda","Indus","2","17","19","16","12","16","20","2","3","1","19","Agadir","20","Rabat","10","Oujda"
"314","AB930227192","IAGCB","ZMQOP","2002","Nador","Indus","1","12","15","19","14","10","14","0","3","1","17","Casablanca","15","Rabat","12","Fes"
"319","AB617413060","DPIQE","SJJQV","2002","Rabat","Indus","3","12","10","11","20","16","19","4","2","2","20","Casablanca","16","Marrakech","12","Marrakech"
"321","AB412603252","JBMSJ","CRUHE","1999","Tetouan","Indus","2","18","11","19","10","10","11","3","2","1","15","Agadir","18","Casablanca","13","Tanger"
"352","AB610494311","BIXIX","AQTOM","2001","Oujda","Indus","1","15","9","9","13","15","18","4","1","0","10","Oujda","12","Agadir","14","Tetouan"
"357","AB410858860","DWPNW","FFYTT","1998","Agadir","Indus","1","16","11","10","11","10","20","2","3","0","12","Marrakech","9","Nador","12","Marrakech"
"360","AB826534291","FUZKW","KJZJQ","2000","Oujda","Indus","2","11","11","14","20","9","16","3","2","0","13","Oujda","19","Rabat","10","Tanger"
"365","AB239689020","MFXKQ","YCYJY","1998","Nador","Indus","2","12","16","20","10","11","20","5","1","1","18","Oujda","18","Oujda","20","Tetouan"
"370","AB354359131","ZCGGK","PKAUV","2002","Agadir","Indus","3","12","18","19","10","17","19","1","2","0","15","Agadir","19","Marrakech","15","Fes"
"380","AB724585638","VRNHD","PNJIC","1999","Oujda","Indus","3","18","19","12","18","19","9","0","2","2","19","Tetouan","16","Agadir","13","Nador"
"381","AB825614839","LNTXO","YIGKL","1998","Agadir","Indus","2","11","9","9","19","17","18","5","3","0","13","Nador","10","Fes","19","Tetouan"
"385","AB552203802","AWCST","KAFSF","1998","Agadir","Indus","1","15","15","11","16","18","15","5","0","2","16","Tanger","17","Tanger","10","Nador"
"393","AB793025399","CTIFI","XLKMO","2002","Casablanca","Indus","3","14","16","16","12","16","19","5","1","0","18","Rabat","14","Tetouan","15","Tanger"
"395","AB901738688","XAFMP","DZURD","2000","Rabat","Indus","1","9","20","10","11","12","13","5","1","1","10","Casablanca","18","Agadir","14","Oujda"
"403","AB767976743","UHVCP","OYEVC","2002","Agadir","Indus","2","9","11","16","19","19","16","5","3","1","12","Tanger","9","Tanger","11","Agadir"
"404","AB544502909","UMVLD","QQQIW","2002","Nador","Indus","3","19","20","12","17","12","11","2","1","0","18","Marrakech","17","Nador","18","Fes"
"405","AB951796926","NHGUA","QAKYS","2000","Agadir","Indus","1","14","16","12","11","11","16","4","0","1","11","Casablanca","14","Rabat","19","Nador"
"408","AB910770408","JCNSV","YBINZ","1999","Tanger","Indus","3","13","9","11","14","17","15","5","1","1","12","Fes","13","Oujda","9","Tetouan"
"419","AB055722605","UKTFN","MOTUR","2000","Marrakech","Indus","1","15","9","11","13","9","12","0","0","1","15","Tetouan","14","Tanger","19","Nador"
"420","AB438210344","UNGZF","GVXZO","2000","Fes","Indus","1","16","13","17","11","18","9","2","0","1","19","Agadir","9","Casablanca","12","Nador"
"421","AB782447901","HRKIP","JWOGT","1999","Rabat","Indus","1","19","19","17","15","19","12","1","0","2","9","Nador","10","Rabat","13","Tetouan"
"425","AB948410332","XJXDO","RRVRV","1998","Tetouan","Indus","2","18","20","16","11","16","17","3","0","1","20","Nador","9","Casablanca","19","Agadir"
"433","AB859400483","ZCXYA","BXAKC","2000","Agadir","Indus","1","16","20","20","17","19","9","5","3","2","9","Casablanca","20","Rabat","19","Agadir"
"440","AB040258340","XLZGL","XXEZL","2002","Rabat","Indus","3","18","9","18","15","15","9","1","3","1","19","Fes","18","Agadir","11","Nador"
"444","AB487958109","YKMTF","BAICB","1999","Nador","Indus","2","19","20","14","10","15","10","3","2","1","14","Tanger","17","Casablanca","15","Fes"
"445","AB277735066","XXTMM","MWPVI","2000","Marrakech","Indus","1","10","16","20","10","15","9","0","0","2","17","Marrakech","12","Marrakech","12","Marrakech"
"448","AB348846149","NGBAH","DFWJQ","1999","Nador","Indus","3","12","15","12","9","14","14","0","2","2","15","Rabat","20","Nador","10","Tanger"
"458","AB350696461","ECUYK","BIBDV","1998","Tetouan","Indus","2","18","11","20","20","11","9","1","2","2","19","Oujda","17","Marrakech","13","Nador"
"472","AB698634253","YZJDJ","WLFHA","2001","Fes","Indus","1","11","11","13","9","10","13","0","2","2","12","Fes","18","Fes","20","Marrakech"
"475","AB563026506","POGUG","NPMSL","2002","Tetouan","Indus","1","14","14","20","19","14","16","4","2","0","20","Oujda","18","Tanger","16","Nador"
"488","AB438974595","VYNJV","LIPDO","2001","Nador","Indus","1","9","16","20","12","20","9","0","2","2","9","Marrakech","10","Rabat","19","Nador"
"491","AB025941150","WNRSF","BHIVW","2000","Casablanca","Indus","3","13","15","14","17","14","20","0","1","0","18","Casablanca","11","Casablanca","15","Oujda"
"503","AB976788574","QZFQH","DAAEN","1998","Marrakech","Indus","1","14","17","19","20","13","12","5","3","0","17","Tetouan","14","Nador","18","Fes"
"514","AB295611641","DTXQU","LWGPR","1999","Oujda","Indus","1","12","10","17","19","13","12","4","2","2","11","Fes","20","Fes","17","Oujda"
"516","AB577920029","SNBRX","MZGZL","2002","Marrakech","Indus","2","12","14","16","10","19","11","3","1","1","20","Oujda","20","Casablanca","13","Oujda"
"518","AB148524002","GAFIC","OKIZA","1998","Casablanca","Indus","1","12","10","12","14","10","16","4","3","0","16","Nador","19","Rabat","17","Tanger"
"519","AB490799255","UMNUQ","HVQTD","2001","Casablanca","Indus","3","17","17","19","20","9","14","4","0","1","16","Casablanca","16","Fes","18","Tetouan"
"526","AB783446830","QEYBC","YRYQO","2001","Marrakech","Indus","1","19","16","14","18","9","9","3","0","1","19","Oujda","11","Oujda","18","Marrakech"
"527","AB930306937","UYSNW","LJIEK","1999","Rabat","Indus","1","11","11","10","18","18","20","2","3","0","19","Tetouan","9","Agadir","16","Nador"
"531","AB762457957","HMBFK","UJWPV","2001","Casablanca","Indus","2","20","19","19","17","17","14","5","1","1","20","Nador","16","Rabat","12","Casablanca"
"535","AB478285136","IDIKT","EHTPZ","2002","Nador","Indus","3","11","19","18","12","17","15","2","0","2","16","Tanger","10","Rabat","10","Oujda"
"538","AB107396314","CMRMS","ABDFM","2000","Tetouan","Indus","3","15","12","9","19","17","11","2","3","1","11","Tetouan","12","Tanger","20","Fes"
"543","AB362400212","JMUFG","ZRRDB","1999","Tanger","Indus","3","19","14","12","17","9","15","2","0","2","10","Casablanca","10","Tanger","18","Tanger"
"548","AB096945418","BKJUW","CIXHB","2002","Rabat","Indus","3","11","14","16","18","17","17","4","1","0","19","Marrakech","17","Casablanca","20","Casablanca"
"565","AB540512125","GFSII","HIZMI","2002","Rabat","Indus","2","18","14","10","12","15","19","0","1","1","12","Marrakech","9","Marrakech","17","Rabat"
"566","AB572103968","BFULB","DAOLW","1998","Agadir","Indus","3","10","15","15","12","18","20","0","3","0","15","Oujda","15","Casablanca","9","Fes"
"569","AB387534335","ERDJL","ASVMJ","2000","Nador","Indus","3","12","14","20","15","15","13","0","3","0","14","Fes","18","Marrakech","19","Oujda"
"577","AB606225488","GWHOI","GHXOP","2000","Oujda","Indus","3","11","16","14","16","15","18","0","2","1","18","Nador","15","Tanger","11","Marrakech"
"580","AB080456555","BONUR","KGCUP","2002","Rabat","Indus","3","10","12","16","13","9","17","4","0","2","18","Oujda","18","Tetouan","13","Tetouan"
"585","AB303364517","SKQXE","IKXMC","1998","Tetouan","Indus","2","19","10","13","12","20","11","1","1","0","12","Tanger","17","Tanger","13","Fes"
"586","AB266104430","RCHYX","UDJMN","2001","Agadir","Indus","3","12","20","17","19","20","14","5","3","0","15","Marrakech","11","Nador","17","Fes"
"590","AB656087676","KNBHP","GDBIT","1999","Agadir","Indus","1","10","18","10","16","11","9","1","0","0","12","Oujda","17","Oujda","16","Marrakech"
"594","AB752373272","MWWDT","LNHOB","1999","Marrakech","Indus","3","10","9","12","16","10","9","5","2","1","14","Oujda","15","Tetouan","17","Nador"
"607","AB301831122","EFQDG","OTATE","2002","Rabat","Indus","2","18","17","12","10","11","19","4","0","0","16","Oujda","16","Marrakech","12","Tanger"
"609","AB958543057","KBAOP","BCYAE","2002","Tanger","Indus","1","9","18","14","15","20","18","3","3","0","14","Casablanca","13","Rabat","12","Casablanca"
"610","AB484832586","XHLUZ","WMXKN","2000","Fes","Indus","2","19","15","13","13","12","15","0","1","1","16","Rabat","12","Nador","18","Nador"
"611","AB012715844","EHPCG","SRFXF","2001","Marrakech","Indus","2","14","17","12","17","17","12","3","0","1","13","Fes","19","Fes","17","Rabat"
"614","AB475876506","YXHNE","FNFHI","2001","Marrakech","Indus","2","11","12","17","10","10","9","3","0","0","12","Oujda","18","Fes","11","Tanger"
"615","AB250409909","TZVGZ","GPQEJ","1998","Fes","Indus","2","16","12","14","11","17","9","1","0","1","10","Marrakech","20","Tetouan","16","Agadir"
"618","AB862946043","ZGXAX","ZBUMZ","2002","Oujda","Indus","2","16","13","18","19","9","15","1","0","1","11","Agadir","15","Casablanca","9","Oujda"
"619","AB891571487","VHOUR","WYVGT","2001","Agadir","Indus","1","10","17","18","18","9","13","0","0","0","20","Agadir","11","Agadir","19","Tetouan"
"631","AB397859115","TZRAM","YUJUT","2002","Nador","Indus","3","12","15","17","13","18","13","3","3","1","16","Agadir","15","Tanger","11","Tetouan"
"633","AB508250101","NXYUO","OCWCS","2002","Nador","Indus","3","11","13","18","14","10","9","5","3","1","9","Marrakech","9","Oujda","14","Fes"
"637","AB562334196","KAAAO","ORMWQ","2000","Oujda","Indus","3","17","10","16","17","9","14","1","3","1","12","Rabat","9","Agadir","9","Agadir"
"639","AB443378470","JDZQU","SSGTW","2000","Rabat","Indus","1","9","20","13","14","18","18","4","1","0","19","Tetouan","12","Casablanca","18","Tanger"
"642","AB298969906","PXWQN","VGOQR","1998","Agadir","Indus","3","9","10","17","18","15","18","4","0","2","9","Casablanca","17","Agadir","14","Marrakech"
"644","AB042443855","CEYLL","GLHIE","2000","Agadir","Indus","3","9","20","15","11","13","18","5","3","2","16","Oujda","10","Tetouan","14","Rabat"
"647","AB710513282","AANHY","LQQBD","1998","Fes","Indus","1","15","14","19","10","19","16","0","3","1","18","Tanger","17","Nador","11","Agadir"
"649","AB445156269","IVEHP","XWZLL","1999","Marrakech","Indus","2","19","19","18","11","12","16","0","0","1","16","Tanger","18","Marrakech","19","Fes"
"656","AB659425716","TYDRU","ZZQKE","1999","Fes","Indus","1","18","12","20","12","9","11","3","1","1","18","Oujda","11","Marrakech","15","Tetouan"
"661","AB949977887","FHWRH","VLZQD","2002","Casablanca","Indus","1","20","9","20","19","9","17","0","2","1","15","Casablanca","19","Casablanca","20","Agadir"
"668","AB953543168","FQCQU","FTZCS","2000","Tanger","Indus","3","11","20","12","17","17","10","2","3","0","10","Nador","10","Fes","13","Casablanca"
"676","AB480272031","UZDKX","CXLFW","1999","Tetouan","Indus","3","13","17","12","11","14","9","3","1","2","11","Fes","19","Agadir","16","Oujda"
"683","AB494947121","OMUZK","HBDMD","2002","Tetouan","Indus","1","10","10","12","19","11","10","2","1","0","20","Oujda","12","Fes","13","Marrakech"
"684","AB046786252","CFJGB","SRCIO","1999","Nador","Indus","2","10","16","16","12","11","15","5","3","2","16","Tanger","16","Marrakech","11","Nador"
"685","AB922679579","GHTIE","AMZCY","2000","Oujda","Indus","3","20","11","12","9","13","10","4","2","0","19","Casablanca","11","Marrakech","11","Tanger"
"686","AB751046118","QXJGH","KOYWD","2002","Tetouan","Indus","1","20","16","16","9","13","9","0","1","0","16","Marrakech","10","Rabat","11","Fes"
"689","AB437224482","NQCPN","NPHGX","2002","Tanger","Indus","3","13","10","14","13","16","20","5","0","2","16","Tetouan","10","Rabat","18","Tanger"
"690","AB956832261","KCGBS","GWIZL","2002","Oujda","Indus","3","15","16","18","15","11","14","1","0","1","19","Casablanca","12","Oujda","10","Fes"
"699","AB875089329","DPDDQ","NAXUX","1999","Tetouan","Indus","3","16","9","11","10","11","10","3","3","1","17","Casablanca","17","Agadir","13","Tetouan"
"701","AB558325051","JLIJG","HGYSK","2000","Marrakech","Indus","1","12","16","11","11","13","11","0","1","0","12","Casablanca","17","Tetouan","12","Nador"
"703","AB822472059","ZJQOH","TFSUS","2001","Tanger","Indus","2","15","10","20","12","10","14","4","3","2","19","Tetouan","12","Casablanca","17","Fes"
"705","AB885376917","JMTYP","DPKFI","2002","Fes","Indus","1","13","14","13","18","14","16","2","0","1","17","Tanger","17","Casablanca","17","Marrakech"
"707","AB112846679","WTMCR","TEYXI","2002","Rabat","Indus","3","15","20","9","19","20","20","0","0","2","15","Fes","11","Tetouan","13","Nador"
"713","AB068200791","BOBSA","DLYFS","1999","Tetouan","Indus","2","11","16","20","9","11","15","1","1","0","17","Tetouan","20","Oujda","17","Tetouan"
"716","AB534352371","XCRVP","NTPRU","2002","Oujda","Indus","3","20","15","17","14","18","13","5","2","2","13","Nador","12","Oujda","19","Nador"
"723","AB977116900","VGKBK","NUZZP","1999","Fes","Indus","3","13","9","15","12","9","18","5","2","0","9","Tetouan","10","Casablanca","12","Agadir"
"725","AB058367458","MBHZM","OSSPZ","2001","Casablanca","Indus","1","10","13","9","10","20","9","2","0","1","10","Tanger","9","Rabat","15","Tanger"
"726","AB909635287","JHCDT","NHEOC","2000","Casablanca","Indus","2","19","18","10","20","15","18","4","1","2","12","Oujda","18","Tetouan","20","Rabat"
"737","AB554810126","OBMON","CXODS","2002","Tanger","Indus","2","12","19","20","13","18","16","2","0","1","13","Rabat","11","Marrakech","18","Casablanca"
"738","AB313849711","WVONE","GHOXS","2002","Agadir","Indus","2","14","16","18","17","17","15","4","3","1","17","Fes","20","Tetouan","20","Nador"
"742","AB812080092","VIFKQ","YQZQL","1999","Tanger","Indus","2","16","10","17","15","18","13","1","3","1","17","Casablanca","19","Rabat","18","Oujda"
"743","AB539262353","QXEMX","GYAML","1998","Tetouan","Indus","3","17","9","12","18","16","12","3","3","0","15","Fes","17","Marrakech","9","Rabat"
"749","AB841708923","NOYOG","HHDKL","2001","Marrakech","Indus","2","16","12","20","17","15","15","0","2","1","14","Tanger","10","Marrakech","14","Oujda"
"762","AB461200088","IVYBW","MKJGL","1998","Nador","Indus","2","9","9","18","15","11","14","1","0","2","18","Casablanca","11","Nador","20","Tanger"
"768","AB731346146","OTRNC","GSVKT","2000","Fes","Indus","3","15","9","16","17","14","9","5","0","0","16","Tanger","18","Fes","14","Tetouan"
"770","AB150960093","MMBHA","QEMSF","1998","Oujda","Indus","3","19","19","13","13","18","16","0","2","1","12","Tanger","11","Marrakech","10","Tanger"
"771","AB197039233","HDHWN","QOAUP","2002","Nador","Indus","2","17","9","15","19","13","18","4","0","0","12","Fes","14","Tetouan","17","Nador"
"772","AB059214232","WJMYB","EEUUV","2002","Casablanca","Indus","2","9","9","20","14","20","13","5","0","2","20","Tanger","15","Nador","14","Nador"
"774","AB085106894","NYAGU","IXSZD","2001","Marrakech","Indus","1","15","13","13","13","9","10","4","0","0","11","Rabat","15","Tanger","11","Agadir"
"779","AB750932853","GEFXV","PRZVS","2001","Fes","Indus","2","11","13","9","18","19","15","5","1","1","11","Tetouan","15","Tetouan","15","Casablanca"
"794","AB828411590","CRLGG","LVMYX","2001","Nador","Indus","1","20","17","12","13","18","11","0","0","2","11","Casablanca","20","Oujda","19","Fes"
"795","AB423960292","YXHGL","WEJSF","1999","Tanger","Indus","2","11","17","18","11","10","19","3","1","2","20","Tanger","17","Agadir","10","Tanger"
"799","AB264008573","NIOCC","EQKQY","1999","Tanger","Indus","3","13","19","14","15","10","13","1","0","1","17","Tanger","17","Nador","18","Tanger"
"801","AB143898686","OAYCI","XKGJN","2001","Oujda","Indus","3","11","10","9","16","15","13","0","0","2","11","Casablanca","20","Rabat","19","Agadir"
"810","AB179676393","HOIGC","MWABC","2002","Marrakech","Indus","3","19","11","17","13","15","11","1","1","1","16","Casablanca","14","Tanger","11","Casablanca"
"817","AB109597239","WIJWX","AKNKI","1998","Fes","Indus","1","11","13","18","11","18","10","0","2","1","15","Fes","12","Agadir","13","Nador"
"819","AB190895090","CGLSI","ITFIE","2001","Nador","Indus","3","17","9","18","10","19","14","3","0","0","16","Tanger","13","Tanger","20","Tanger"
"820","AB600338821","UMXLD","ZNAIJ","1998","Oujda","Indus","1","17","9","18","15","17","9","5","2","0","10","Oujda","15","Agadir","18","Marrakech"
"826","AB884259090","MVSUD","NROAN","1998","Oujda","Indus","3","18","14","20","15","11","17","1","2","0","11","Fes","17","Casablanca","16","Agadir"
"833","AB451207219","ZASGU","LBRUM","2002","Fes","Indus","2","19","15","16","17","14","11","2","2","2","19","Agadir","12","Casablanca","10","Tetouan"
"840","AB034022134","NYZMK","KTVVH","1999","Agadir","Indus","2","10","13","9","10","18","10","0","3","2","19","Marrakech","18","Tanger","16","Tanger"
"843","AB360645383","RYPSE","MTJPG","2000","Tetouan","Indus","3","10","13","20","13","14","20","5","1","1","14","Casablanca","17","Fes","19","Casablanca"
"864","AB924293137","KVEMB","ZKDGV","2002","Oujda","Indus","1","11","16","14","17","14","20","5","3","1","20","Fes","19","Tanger","15","Oujda"
"876","AB712633453","XLZTM","LBUBU","1998","Nador","Indus","3","19","11","16","15","11","18","4","2","2","17","Marrakech","13","Casablanca","12","Casablanca"
"877","AB183715447","TNAIM","UCEGX","1998","Casablanca","Indus","3","18","19","14","10","17","12","5","0","2","18","Marrakech","9","Tetouan","10","Oujda"
"883","AB097182632","IKVYR","YGJVB","1999","Agadir","Indus","1","14","14","9","13","14","20","1","0","0","16","Casablanca","15","Nador","9","Nador"
"888","AB873799507","LDNLC","VGXBT","2001","Tanger","Indus","1","15","10","17","11","10","15","1","1","2","16","Fes","14","Oujda","13","Fes"
"889","AB498202214","GTGCP","XHEVQ","1998","Marrakech","Indus","3","19","14","15","18","11","17","4","1","1","15","Nador","12","Agadir","18","Rabat"
"897","AB762572669","ZRCUN","DUNQN","1998","Nador","Indus","2","10","9","12","18","20","12","5","3","2","9","Marrakech","9","Tetouan","17","Tanger"
"900","AB523036232","BGZQI","LCKIJ","1998","Marrakech","Indus","3","12","17","15","16","17","12","0","3","2","11","Tanger","18","Rabat","20","Marrakech"
"902","AB814376061","DVUSH","QNUIL","1999","Fes","Indus","3","17","10","13","17","19","20","0","3","1","15","Rabat","14","Nador","10","Oujda"
"910","AB479820188","KUMLO","LMDIA","1998","Casablanca","Indus","1","9","14","18","16","18","9","0","0","1","17","Tanger","10","Casablanca","20","Nador"
"918","AB638732532","JIDNT","RFVZU","1998","Oujda","Indus","2","13","14","13","14","10","15","0","2","2","10","Oujda","20","Fes","19","Oujda"
"924","AB455452565","FIVUR","ZSXHN","2000","Casablanca","Indus","2","10","17","15","11","10","17","5","3","0","12","Nador","15","Nador","14","Marrakech"
"925","AB868060953","YVEDM","TIGCU","2002","Tanger","Indus","2","13","10","10","16","15","18","1","2","1","9","Nador","18","Marrakech","14","Oujda"
"929","AB929745538","FYMAV","GTQQU","2002","Fes","Indus","2","11","10","15","18","12","12","1","0","1","14","Nador","12","Oujda","20","Fes"
"938","AB455298946","IFMNS","WOWJM","2002","Marrakech","Indus","1","19","18","19","12","20","19","1","2","1","19","Nador","15","Rabat","10","Oujda"
