"cne","cin","Nom","Prenom","anneeNaissance","VilleBac","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"76","AB690082675","TPMNK","PWCWA","1998","Casablanca","Finance","2","11","10","11","14","14","19","1","3","0","16","Rabat","14","Marrakech","17","Casablanca"
"79","AB513435496","UKTAL","GXTDP","2000","Fes","Finance","1","9","9","16","10","10","12","0","2","2","19","Casablanca","11","Tetouan","14","Fes"
"80","AB665196403","GOODQ","GZCEB","2002","Nador","Finance","1","9","14","13","12","18","15","5","0","1","20","Tanger","16","Oujda","13","Rabat"
"82","AB189342680","CYUXP","CDLHQ","1999","Casablanca","Finance","2","16","9","18","10","20","11","0","0","1","11","Rabat","9","Rabat","16","Rabat"
"90","AB338253070","UXUUG","SNBAP","1999","Fes","Finance","3","11","10","9","20","19","19","4","0","0","11","Tetouan","10","Casablanca","17","Tanger"
"102","AB127624841","HHHIN","TVFES","1998","Casablanca","Finance","2","17","20","16","9","9","20","4","2","1","17","Agadir","14","Marrakech","11","Tetouan"
"103","AB295946800","DUOTA","NKZUA","1999","Tetouan","Finance","3","11","10","18","17","20","11","4","2","0","15","Marrakech","14","Fes","19","Tanger"
"107","AB126430214","VBAOB","AZRVG","2002","Marrakech","Finance","2","9","17","15","13","9","15","1","0","2","14","Fes","12","Oujda","16","Rabat"
"109","AB632711502","ZSJRP","VTXYJ","1999","Casablanca","Finance","1","12","11","18","12","20","19","1","1","2","10","Fes","11","Tanger","20","Tanger"
"112","AB118811683","PTSOO","HIQMD","2001","Tetouan","Finance","1","15","19","9","17","15","17","5","0","1","9","Oujda","15","Tetouan","9","Nador"
"117","AB310311286","NEBGO","JMZSQ","1999","Oujda","Finance","3","12","11","12","14","13","9","2","2","1","15","Agadir","19","Marrakech","14","Casablanca"
"126","AB822521569","XVWCF","OZXDD","2000","Tetouan","Finance","1","13","9","16","11","14","17","0","1","0","14","Nador","15","Nador","13","Fes"
"142","AB510804657","CRHWP","DDAMX","2002","Tanger","Finance","3","20","16","16","18","16","10","4","2","1","11","Oujda","15","Casablanca","12","Nador"
"154","AB735108394","YHOEK","RRNNR","1999","Casablanca","Finance","3","12","14","13","11","17","18","5","3","2","18","Marrakech","14","Tetouan","9","Agadir"
"156","AB734211408","VEOSY","UYFTJ","2000","Fes","Finance","3","12","12","13","14","13","9","2","3","0","19","Rabat","16","Tetouan","12","Marrakech"
"168","AB823125400","XIGDL","UQTDQ","1999","Fes","Finance","1","12","19","11","18","11","16","1","3","0","16","Casablanca","12","Fes","16","Tanger"
"172","AB480425465","WEVVD","SGTNA","1999","Fes","Finance","1","9","17","20","19","11","15","0","1","2","17","Fes","9","Tetouan","17","Tetouan"
"183","AB422771949","UDTSR","TZZZH","2000","Fes","Finance","3","14","16","16","14","13","20","5","3","0","14","Agadir","10","Fes","13","Nador"
"184","AB963826003","MWQTO","WDWFE","2000","Tanger","Finance","3","15","9","15","10","18","13","2","3","1","18","Fes","17","Rabat","15","Agadir"
"185","AB792830294","CJIEL","KFNAD","2002","Rabat","Finance","2","13","16","10","13","9","12","0","0","0","18","Fes","13","Oujda","15","Tetouan"
"189","AB074805100","GEVFP","IFFNC","2001","Agadir","Finance","2","20","17","18","13","10","10","2","1","1","19","Tetouan","19","Agadir","16","Tetouan"
"194","AB960900597","DPQKC","FNFQW","2001","Tetouan","Finance","2","14","17","19","11","15","13","2","1","1","16","Casablanca","15","Oujda","18","Agadir"
"199","AB011090281","JFDGZ","KZMVB","2002","Nador","Finance","2","17","10","15","17","18","12","5","1","2","11","Fes","18","Marrakech","14","Casablanca"
"205","AB033864588","YQYSN","RUAZV","2002","Oujda","Finance","3","10","19","10","9","18","11","5","1","0","13","Casablanca","17","Tetouan","20","Tanger"
"210","AB034487939","RVDNP","IFVFS","2000","Casablanca","Finance","1","20","15","10","19","14","12","4","0","1","18","Casablanca","17","Marrakech","11","Oujda"
"211","AB865961717","KBNXD","ATANW","2001","Marrakech","Finance","3","20","13","15","11","14","19","3","2","1","9","Oujda","15","Tanger","17","Rabat"
"212","AB551147241","KWQVB","NXZWX","2001","Fes","Finance","1","9","16","9","12","12","14","5","1","0","12","Casablanca","17","Marrakech","15","Fes"
"213","AB955163464","CVGIF","RATSI","2001","Nador","Finance","2","16","18","13","17","13","12","5","0","2","12","Tanger","11","Fes","18","Nador"
"215","AB456807913","WBBGC","EKNZL","1999","Tanger","Finance","3","10","18","10","10","17","9","4","2","0","10","Marrakech","16","Agadir","14","Rabat"
"216","AB859633281","BVHLN","IPYFQ","1998","Fes","Finance","2","12","16","10","10","11","17","0","3","0","20","Tanger","17","Tanger","19","Rabat"
"224","AB388394636","SFQSC","NOTCK","2001","Rabat","Finance","3","16","19","10","14","19","19","3","0","1","17","Casablanca","19","Fes","14","Tanger"
"233","AB155800918","YCPFX","XLFKG","2002","Casablanca","Finance","3","10","17","20","20","17","20","0","3","0","19","Marrakech","19","Agadir","16","Tanger"
"239","AB098822535","YXNWY","KNOXA","2000","Marrakech","Finance","2","16","14","11","18","18","19","3","1","1","16","Nador","11","Oujda","14","Tanger"
"243","AB303597134","OCKNO","GGLKK","1999","Rabat","Finance","3","14","9","9","19","11","16","3","1","0","17","Agadir","12","Tanger","15","Rabat"
"249","AB017598195","PCNRY","JLPBD","2001","Oujda","Finance","2","10","19","12","12","15","20","2","1","2","13","Rabat","13","Marrakech","20","Casablanca"
"255","AB640589324","ERUHT","SEUPK","1999","Fes","Finance","2","18","13","16","9","17","19","0","2","0","18","Fes","16","Tanger","16","Casablanca"
"256","AB969013064","NBWMZ","GBYLO","2002","Nador","Finance","1","18","19","11","12","14","17","3","2","1","19","Casablanca","12","Agadir","9","Agadir"
"257","AB608090757","VUOYM","TCCKL","2001","Tanger","Finance","1","20","19","19","18","17","16","0","2","2","19","Oujda","14","Nador","13","Tanger"
"260","AB781311143","USRXU","YLAAL","1998","Fes","Finance","1","17","13","14","11","16","10","3","0","0","17","Rabat","17","Casablanca","11","Casablanca"
"263","AB647905332","COMBW","XKVAJ","1998","Agadir","Finance","3","13","9","16","12","18","12","1","0","2","9","Oujda","19","Tetouan","18","Marrakech"
"265","AB337608131","YQOQN","MXBFA","1998","Marrakech","Finance","3","17","11","20","15","10","18","5","3","1","14","Rabat","10","Rabat","10","Tanger"
"268","AB931430111","RNHML","WVBIA","2001","Nador","Finance","1","19","15","10","15","15","13","2","1","0","19","Rabat","16","Nador","19","Rabat"
"269","AB822612449","UZQIT","SAOOF","1999","Tanger","Finance","2","18","9","17","15","11","12","4","2","2","14","Agadir","18","Oujda","20","Tanger"
"283","AB210255674","SIWNZ","NLZFD","2001","Oujda","Finance","1","11","20","17","16","15","10","0","1","0","13","Agadir","14","Oujda","13","Fes"
"285","AB424722957","CQEPB","AUZYK","2001","Oujda","Finance","1","17","16","17","11","13","11","4","0","1","14","Tetouan","14","Oujda","17","Oujda"
"290","AB842923883","GYKUC","OAFGM","2001","Tanger","Finance","1","13","19","12","18","20","20","5","1","2","11","Tanger","14","Marrakech","18","Rabat"
"292","AB244409098","DYVHM","BVILL","2001","Agadir","Finance","3","10","11","11","15","15","10","4","0","0","20","Rabat","14","Nador","19","Tetouan"
"298","AB916617004","MCIVA","NKDYN","1998","Rabat","Finance","3","10","13","16","16","10","13","2","1","0","10","Oujda","13","Tanger","9","Marrakech"
"315","AB166037018","CIRRA","ARDTZ","1998","Tanger","Finance","1","10","14","12","17","12","18","1","1","0","10","Agadir","12","Agadir","14","Fes"
"322","AB619459543","WGFTH","ZOEIF","2001","Oujda","Finance","3","11","15","10","18","15","10","5","1","0","18","Nador","14","Tanger","13","Fes"
"323","AB544475265","ICPPT","KZVVN","1998","Agadir","Finance","1","19","15","20","11","12","12","2","2","2","11","Rabat","14","Marrakech","9","Casablanca"
"325","AB637248817","CDJFR","VBSAC","2002","Nador","Finance","2","9","13","18","9","14","12","0","2","2","20","Tetouan","9","Fes","17","Agadir"
"327","AB655386363","YENID","PVFUS","2001","Nador","Finance","1","10","13","15","16","12","15","2","1","1","17","Tetouan","9","Casablanca","9","Casablanca"
"328","AB391494110","LOPEN","HIPSO","2001","Marrakech","Finance","3","18","15","14","16","19","13","2","3","1","14","Fes","18","Oujda","20","Tetouan"
"345","AB199101015","ZWWGI","DSTWT","2002","Agadir","Finance","2","19","17","12","12","13","17","3","3","1","13","Oujda","10","Oujda","12","Rabat"
"347","AB677191148","WWXLH","ZGXUS","2001","Oujda","Finance","3","9","12","14","12","13","12","5","2","0","13","Agadir","14","Tetouan","12","Oujda"
"349","AB848902920","QDCAY","UYAKM","1999","Rabat","Finance","3","19","20","17","15","16","17","1","3","1","10","Tanger","12","Tanger","20","Casablanca"
"354","AB252881908","AGMIH","OKWPU","1999","Casablanca","Finance","1","11","20","10","16","20","15","5","1","0","15","Casablanca","14","Tanger","16","Fes"
"355","AB440542759","TXPPX","ULPYU","1998","Tetouan","Finance","3","11","13","15","11","17","15","4","3","2","17","Marrakech","12","Marrakech","12","Tetouan"
"368","AB752299556","JAQKR","PEGYO","2001","Agadir","Finance","1","14","10","16","19","13","9","5","1","0","14","Marrakech","10","Oujda","15","Nador"
"372","AB883856358","NRWUJ","UQVWD","2000","Fes","Finance","2","19","17","19","10","20","18","3","3","0","20","Fes","11","Agadir","18","Tetouan"
"373","AB163957100","QTERB","VOZQT","2001","Nador","Finance","2","14","10","10","15","18","16","4","3","1","14","Marrakech","13","Rabat","12","Tetouan"
"390","AB906109861","SEMGN","GYJAQ","2002","Casablanca","Finance","2","11","15","15","14","20","19","5","0","2","19","Rabat","16","Nador","14","Rabat"
"394","AB083813617","YTLWC","VXORA","1998","Tetouan","Finance","3","9","9","12","18","20","13","3","3","0","14","Fes","19","Agadir","16","Casablanca"
"400","AB204973510","ESQHM","SXACD","1998","Agadir","Finance","3","20","10","9","19","18","9","5","0","0","19","Casablanca","12","Fes","14","Tanger"
"423","AB299968410","URDOG","YEIMQ","1999","Agadir","Finance","2","11","16","9","15","19","17","5","3","0","17","Marrakech","14","Nador","16","Fes"
"424","AB463333771","EHZKZ","DCSNN","1998","Nador","Finance","2","11","10","15","10","12","13","2","1","2","18","Casablanca","14","Rabat","11","Nador"
"426","AB765848206","LTRIT","ULVJM","1999","Tetouan","Finance","3","16","15","20","14","10","11","5","0","2","13","Rabat","19","Nador","16","Tanger"
"434","AB271208152","SRREC","AATYD","2001","Marrakech","Finance","2","14","17","18","18","15","12","5","2","1","9","Oujda","18","Marrakech","18","Fes"
"449","AB819565964","NHDIK","FXASI","1998","Agadir","Finance","3","11","9","13","20","20","13","3","0","0","15","Agadir","20","Rabat","19","Marrakech"
"463","AB737476563","ZFOIY","AWJAQ","2000","Marrakech","Finance","1","20","20","9","12","17","17","5","3","1","17","Agadir","10","Nador","18","Tetouan"
"466","AB138713281","HBAEJ","XUVLN","2001","Tanger","Finance","3","13","20","17","19","18","16","5","1","2","19","Rabat","12","Rabat","17","Nador"
"467","AB034799227","PLGAS","WIAXW","2002","Fes","Finance","3","16","20","9","10","15","15","1","2","1","12","Tanger","17","Fes","13","Marrakech"
"471","AB879808550","CCMON","DXALG","2002","Oujda","Finance","3","19","19","17","17","13","13","2","0","2","16","Tetouan","17","Fes","18","Tanger"
"476","AB246325268","BTMGW","JQAIV","1998","Fes","Finance","2","13","11","19","19","11","11","5","3","1","11","Oujda","15","Rabat","10","Fes"
"489","AB536926568","PGHQH","PNEQZ","2000","Rabat","Finance","2","18","14","13","12","9","14","2","1","1","12","Nador","19","Marrakech","18","Tetouan"
"492","AB653547081","OXRWC","AFKZM","2002","Agadir","Finance","3","11","19","18","14","14","17","2","2","0","19","Tetouan","10","Tetouan","9","Nador"
"494","AB305443312","SBEAY","PVBYB","2002","Agadir","Finance","1","17","11","12","11","13","12","1","3","1","19","Nador","11","Oujda","10","Tetouan"
"499","AB537621094","LYNVK","AIMUF","2000","Oujda","Finance","1","18","11","14","12","18","17","1","0","1","20","Tanger","15","Agadir","11","Marrakech"
"500","AB263316986","PMJHJ","EABCT","2000","Fes","Finance","3","15","12","11","16","14","18","0","3","2","11","Marrakech","19","Oujda","20","Casablanca"
"502","AB673259566","CICAS","SYPHC","1998","Fes","Finance","2","19","14","11","17","19","12","5","2","1","11","Marrakech","19","Fes","9","Tanger"
"506","AB907647233","RLDFP","IJZLN","1998","Tetouan","Finance","3","12","17","9","13","16","11","2","2","0","20","Oujda","15","Tetouan","18","Casablanca"
"508","AB079124979","AITIG","HLIKR","2000","Marrakech","Finance","2","18","17","14","9","18","13","2","3","2","14","Marrakech","19","Oujda","18","Oujda"
"512","AB125313020","ACIBI","APJTU","2000","Fes","Finance","2","11","10","16","14","15","17","4","2","0","11","Casablanca","14","Marrakech","12","Nador"
"521","AB788620006","XDAQC","BWKGH","2001","Fes","Finance","2","18","18","11","15","10","13","0","1","0","15","Oujda","15","Rabat","19","Casablanca"
"523","AB968708745","WMBQL","KYQRN","2001","Tanger","Finance","3","12","19","13","9","11","9","2","0","1","10","Fes","9","Casablanca","16","Agadir"
"539","AB471714363","ZSXTE","PCFKY","2002","Oujda","Finance","2","11","17","16","12","13","12","2","2","2","9","Agadir","14","Tanger","16","Agadir"
"555","AB807402857","KNSXP","OCYNO","1998","Marrakech","Finance","2","13","16","11","20","11","13","3","1","1","11","Rabat","19","Agadir","17","Tanger"
"556","AB184824041","QIALJ","NRZHT","2001","Fes","Finance","2","20","14","15","13","20","16","1","0","1","13","Casablanca","17","Oujda","10","Rabat"
"559","AB955544858","MXBZD","NIOJO","1999","Casablanca","Finance","2","17","13","11","19","19","9","5","1","2","12","Rabat","9","Marrakech","19","Casablanca"
"560","AB538902615","EXLHU","DDZBT","2002","Tetouan","Finance","2","18","19","14","17","14","17","4","2","0","9","Casablanca","9","Tetouan","18","Marrakech"
"564","AB759410269","CBJAZ","HRLUU","1999","Agadir","Finance","3","10","13","10","20","14","14","0","3","1","18","Oujda","12","Nador","13","Fes"
"572","AB325848392","RHCHK","MFIFU","2000","Nador","Finance","3","10","14","15","19","10","14","1","1","1","13","Tanger","16","Tanger","19","Marrakech"
"573","AB879395172","XJBXG","JVMUH","2001","Casablanca","Finance","1","13","17","13","16","16","14","0","3","1","13","Fes","12","Oujda","17","Agadir"
"576","AB324467010","HLVLV","EUWKD","1998","Agadir","Finance","1","14","19","14","11","12","9","4","2","2","12","Casablanca","16","Casablanca","15","Nador"
"578","AB519148568","HFPAE","XFRCI","2002","Casablanca","Finance","1","9","11","11","16","11","19","2","2","1","14","Marrakech","12","Marrakech","16","Agadir"
"579","AB480628940","CJPIY","LUQCD","1998","Agadir","Finance","3","17","9","12","16","16","12","2","3","1","9","Tanger","9","Tanger","16","Nador"
"584","AB438269244","OCIMP","AHGHB","2001","Casablanca","Finance","1","10","17","20","16","20","19","3","0","2","13","Oujda","12","Casablanca","12","Nador"
"592","AB918908842","MUGNY","TEEHP","2002","Fes","Finance","3","18","16","20","14","12","12","1","2","1","15","Agadir","11","Marrakech","19","Casablanca"
"595","AB190718342","XQSEE","VDSRD","2002","Agadir","Finance","1","14","11","9","15","16","10","3","3","0","15","Tetouan","11","Agadir","16","Tetouan"
"600","AB341674833","TNVUL","TYTJR","2002","Tanger","Finance","1","14","16","12","16","12","10","3","0","0","10","Oujda","20","Nador","16","Tetouan"
"608","AB265889920","LPDFF","ADPFQ","1999","Oujda","Finance","1","19","15","15","11","20","17","2","0","1","19","Rabat","17","Oujda","13","Marrakech"
"617","AB305436082","UYLXD","KMFAG","2000","Agadir","Finance","3","20","14","13","11","14","9","2","0","1","20","Tetouan","20","Rabat","11","Oujda"
"623","AB853745231","YJHHL","MVHFH","1999","Fes","Finance","3","11","14","10","9","15","14","2","3","0","11","Rabat","18","Agadir","11","Rabat"
"625","AB590365485","ONGMJ","IGXQB","2000","Casablanca","Finance","3","17","15","16","19","14","14","4","1","0","9","Casablanca","9","Fes","15","Nador"
"628","AB801059594","BLLBE","UZFOD","2000","Marrakech","Finance","1","9","10","20","18","20","13","3","1","0","9","Fes","13","Fes","9","Tanger"
"634","AB664448657","EPGUT","OTZTP","1999","Tetouan","Finance","3","18","16","11","9","19","18","3","2","0","10","Nador","11","Casablanca","17","Oujda"
"638","AB804692561","NRGOJ","ATWFK","2002","Fes","Finance","3","14","20","9","17","15","15","0","0","1","18","Tetouan","10","Oujda","13","Fes"
"641","AB968609651","URGGG","QEQJH","2001","Agadir","Finance","2","15","15","20","10","15","12","4","2","2","14","Tanger","12","Tanger","18","Oujda"
"645","AB930203740","WEEOE","INYVI","1998","Rabat","Finance","1","13","10","14","10","20","14","3","1","2","14","Tetouan","17","Nador","10","Marrakech"
"651","AB753375469","IXNTL","STEKN","2000","Tetouan","Finance","2","11","9","14","14","16","12","5","0","1","10","Tanger","13","Casablanca","13","Rabat"
"654","AB038449482","VWGDB","BPCAH","1999","Casablanca","Finance","1","17","18","15","13","17","12","4","3","2","10","Nador","20","Agadir","17","Nador"
"655","AB004601094","FWWAB","MXIGS","2000","Tanger","Finance","1","19","20","9","13","20","17","3","0","2","14","Casablanca","9","Oujda","10","Casablanca"
"657","AB375620665","OPJLI","WKLRI","2002","Oujda","Finance","1","9","13","12","18","18","14","3","3","1","18","Oujda","17","Agadir","11","Fes"
"662","AB870775753","QLUZG","HSGGT","1999","Rabat","Finance","3","13","19","18","14","19","10","0","2","0","12","Casablanca","16","Oujda","18","Rabat"
"664","AB067008767","XXXQM","XWUKF","2000","Fes","Finance","2","20","17","9","12","9","11","1","2","2","16","Oujda","10","Rabat","9","Tetouan"
"667","AB573073917","TUEMU","NQNUI","1998","Tetouan","Finance","2","11","20","17","17","14","19","4","1","2","11","Rabat","13","Tanger","10","Tanger"
"675","AB892191458","NAASD","RYOQG","2000","Fes","Finance","3","9","18","15","13","10","12","1","1","1","19","Fes","19","Tetouan","12","Tanger"
"678","AB352210203","VDUYD","FOLAS","1998","Rabat","Finance","1","12","19","17","14","15","16","5","3","0","9","Tetouan","17","Tanger","16","Marrakech"
"679","AB867877173","VVCGC","HJKIR","1999","Tanger","Finance","1","11","12","10","14","11","9","1","0","1","18","Casablanca","15","Nador","14","Tanger"
"681","AB125311439","RYCFF","PNKPB","1999","Rabat","Finance","2","10","11","14","12","18","10","1","1","1","10","Nador","10","Agadir","17","Marrakech"
"692","AB070945076","FRRBB","JEZPV","2002","Tetouan","Finance","1","18","17","15","16","12","18","5","3","2","17","Oujda","14","Marrakech","16","Casablanca"
"695","AB459825277","FKUWR","EQWTT","1998","Tanger","Finance","1","16","16","14","16","12","9","1","0","0","18","Rabat","11","Casablanca","13","Nador"
"697","AB599333236","SJDOY","IEUVY","2002","Oujda","Finance","2","15","13","19","18","13","15","3","0","1","16","Tanger","9","Tetouan","18","Oujda"
"698","AB183460345","FNZUZ","DDFJS","1999","Tetouan","Finance","1","10","13","12","12","17","15","1","1","0","16","Agadir","9","Tetouan","13","Fes"
"704","AB469494858","STRXC","SYWVW","2001","Rabat","Finance","3","13","20","18","9","12","13","3","3","0","18","Agadir","10","Fes","13","Oujda"
"708","AB123816779","HUECB","REUOT","2000","Tanger","Finance","1","19","17","11","15","12","18","3","1","2","17","Rabat","9","Fes","16","Casablanca"
"710","AB501677645","QXREM","IWEEE","1998","Agadir","Finance","1","17","19","15","14","10","18","0","0","0","12","Tanger","15","Casablanca","14","Nador"
"711","AB841926810","IZXEB","WTBNH","2002","Marrakech","Finance","3","18","14","10","13","9","10","1","1","0","16","Rabat","20","Nador","17","Nador"
"717","AB294506802","YYWQK","IMVDU","1999","Fes","Finance","3","10","18","11","11","17","15","1","3","2","10","Rabat","15","Tetouan","10","Rabat"
"721","AB483269550","LVVMA","STUHB","1998","Tanger","Finance","3","13","20","20","14","16","9","1","0","1","11","Casablanca","11","Oujda","18","Fes"
"724","AB459718055","PLBTV","XMIDA","1999","Marrakech","Finance","1","13","9","17","14","16","16","5","3","2","10","Fes","15","Casablanca","18","Tetouan"
"732","AB266045505","EBJMJ","HTOOF","1999","Rabat","Finance","2","19","13","14","14","10","11","1","3","2","18","Casablanca","16","Marrakech","11","Casablanca"
"734","AB661934248","CKPRZ","ABPSK","2001","Marrakech","Finance","1","11","18","9","9","13","12","2","3","0","9","Agadir","10","Oujda","9","Marrakech"
"739","AB960000471","XPYNL","AXOTE","2002","Agadir","Finance","1","14","14","18","15","10","10","0","3","2","9","Tanger","10","Oujda","16","Tetouan"
"744","AB959245745","MKBSK","FYVJH","1999","Rabat","Finance","3","9","17","17","15","20","14","5","2","0","10","Agadir","10","Tetouan","20","Tetouan"
"746","AB703728888","ZBJXL","VVCVW","2001","Marrakech","Finance","2","19","14","14","17","19","14","4","0","0","15","Tanger","12","Agadir","11","Tetouan"
"748","AB519917127","IAEIS","LYWAZ","2001","Tanger","Finance","3","10","11","20","9","17","12","1","1","2","17","Casablanca","12","Rabat","16","Tanger"
"755","AB901763692","SXDJC","AZLCT","2002","Marrakech","Finance","1","9","12","18","16","13","16","2","0","0","19","Tetouan","14","Tetouan","13","Fes"
"763","AB242006572","GGSEC","NXJHW","2000","Marrakech","Finance","1","20","17","19","12","16","20","3","0","2","13","Agadir","15","Oujda","14","Fes"
"767","AB152501600","BQAYT","XTYCO","1998","Marrakech","Finance","3","12","11","19","17","13","12","5","3","1","18","Marrakech","14","Fes","17","Nador"
"773","AB090625465","SYTYA","MVQGE","2000","Fes","Finance","1","20","17","9","14","19","16","0","0","0","19","Tetouan","19","Fes","15","Agadir"
"777","AB133703493","VYLVW","QDCPC","2000","Nador","Finance","2","19","20","16","11","10","13","1","3","2","20","Oujda","10","Nador","11","Rabat"
"783","AB465685690","SEDIQ","GJCDK","1998","Oujda","Finance","2","18","20","16","12","19","12","3","3","0","18","Marrakech","9","Marrakech","12","Tanger"
"788","AB075178754","QUKZQ","QZCLN","1998","Tetouan","Finance","1","15","16","16","15","15","18","0","2","1","10","Tanger","10","Casablanca","16","Rabat"
"792","AB362822021","QYWCE","GNQUA","1998","Tanger","Finance","3","15","11","15","9","12","15","0","1","1","14","Marrakech","16","Oujda","16","Tanger"
"800","AB629885393","WNPPA","FBYED","2000","Tanger","Finance","1","20","17","17","17","20","12","2","0","1","18","Oujda","16","Tetouan","9","Tetouan"
"805","AB750554055","YIWVV","MRMEW","1999","Nador","Finance","3","17","12","16","11","12","13","3","1","2","9","Fes","10","Tanger","17","Oujda"
"818","AB940285507","RKEVX","QIKWG","1998","Marrakech","Finance","3","15","14","19","13","9","18","1","3","1","20","Marrakech","13","Casablanca","16","Rabat"
"827","AB782150127","HPHIK","LZGWH","2001","Nador","Finance","2","12","15","10","9","10","13","3","0","0","11","Rabat","17","Fes","16","Fes"
"835","AB166101766","RSYPC","HPMOP","2002","Tetouan","Finance","1","14","16","20","19","20","14","3","3","1","12","Casablanca","17","Nador","15","Agadir"
"847","AB080657121","FPRTP","HRHIB","2002","Agadir","Finance","2","11","9","19","15","11","20","4","2","1","17","Tetouan","19","Fes","13","Oujda"
"849","AB717682789","FHMKB","YYWNY","2001","Marrakech","Finance","1","11","12","16","9","18","15","2","3","1","11","Nador","14","Rabat","13","Tanger"
"851","AB399926837","GPNJG","HERUV","1998","Fes","Finance","3","14","20","9","13","10","9","3","1","1","10","Oujda","12","Fes","10","Nador"
"853","AB243875409","QCSHP","FHTRP","2000","Rabat","Finance","2","11","16","19","14","15","16","0","1","0","13","Fes","12","Tanger","17","Tetouan"
"855","AB463574422","WVSKS","AOGOD","2001","Fes","Finance","1","12","12","15","20","16","13","2","2","1","15","Nador","13","Tanger","10","Nador"
"856","AB241817063","YDOUI","VRVXC","2001","Agadir","Finance","2","17","17","12","14","18","18","3","2","1","17","Oujda","18","Fes","18","Tanger"
"862","AB752967669","RKLLS","XLWUA","2002","Oujda","Finance","3","10","18","19","13","10","17","5","3","1","14","Fes","10","Rabat","9","Rabat"
"867","AB276268138","CUGYM","TFLBF","1999","Fes","Finance","3","9","19","18","18","10","20","1","3","2","9","Nador","13","Tanger","12","Marrakech"
"870","AB770930261","VXGVM","ZIWYO","2001","Tetouan","Finance","2","16","20","11","19","17","17","1","0","2","9","Casablanca","18","Casablanca","13","Fes"
"872","AB868710113","AEVAS","WRESF","2002","Oujda","Finance","2","18","17","16","9","10","10","1","3","1","15","Tetouan","17","Agadir","9","Agadir"
"895","AB470012975","VYJUH","KLVQK","1999","Marrakech","Finance","3","18","19","17","20","14","9","2","3","1","13","Fes","12","Fes","12","Rabat"
"898","AB174407898","GUFLY","BVECR","1999","Tetouan","Finance","1","20","20","16","16","14","19","1","1","0","20","Marrakech","20","Agadir","14","Casablanca"
"905","AB417938732","LXMLZ","QRONZ","2001","Casablanca","Finance","2","11","18","18","10","10","18","0","1","2","11","Tanger","12","Nador","17","Casablanca"
