"cne","cin","Nom","Prenom","anneeNaissance","VilleBac","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"78","AB207667391","JGNTK","WRKYL","2000","Tetouan","Info","1","14","9","19","13","18","14","5","2","0","9","Casablanca","10","Marrakech","12","Oujda"
"81","AB774111971","ORITP","TNHOL","2000","Rabat","Info","1","20","12","9","14","15","18","5","2","1","12","Rabat","14","Tanger","10","Nador"
"83","AB243876652","KBJCB","YSMXM","1999","Nador","Info","1","11","11","18","10","20","14","1","1","1","14","Fes","10","Tetouan","20","Rabat"
"85","AB205023792","YNINE","OXKAQ","1999","Oujda","Info","3","17","16","10","9","17","20","3","1","1","9","Agadir","20","Oujda","9","Tanger"
"88","AB569750585","UIBHN","BXPFU","2001","Casablanca","Info","1","9","9","14","9","11","15","2","3","2","15","Marrakech","15","Fes","15","Fes"
"96","AB750009691","ZIXQV","LJHLN","2002","Oujda","Info","1","20","10","20","19","14","18","4","0","1","18","Rabat","12","Tanger","14","Agadir"
"98","AB239016254","BWSGV","VADRI","2000","Casablanca","Info","2","19","11","20","18","15","17","3","0","0","19","Agadir","14","Tanger","18","Oujda"
"105","AB946523798","LDISI","ZDXZQ","2002","Oujda","Info","2","10","14","15","10","11","14","0","0","1","19","Agadir","11","Agadir","14","Rabat"
"108","AB710060114","GXYHO","OCGXO","1999","Agadir","Info","3","13","14","15","9","15","12","3","0","2","20","Tetouan","18","Tetouan","10","Oujda"
"116","AB248354487","HCSFK","FDJPJ","1998","Agadir","Info","2","9","15","10","19","13","16","1","3","1","12","Nador","14","Tanger","12","Casablanca"
"118","AB025905683","HYTPC","PHOHG","2002","Tetouan","Info","2","18","19","19","12","9","14","4","1","0","16","Oujda","20","Oujda","9","Oujda"
"124","AB288734951","YAQGW","VFPTP","2001","Agadir","Info","3","20","14","13","20","17","16","3","2","2","20","Fes","18","Tetouan","9","Rabat"
"132","AB074675428","NZUAG","IRRUE","1999","Marrakech","Info","1","14","18","16","9","11","19","1","1","2","13","Nador","10","Rabat","12","Agadir"
"134","AB749147266","HANUI","XUYGC","2000","Casablanca","Info","2","20","20","11","9","18","15","5","1","0","17","Casablanca","18","Rabat","18","Rabat"
"136","AB073213046","MHKAX","QLTQQ","2001","Oujda","Info","2","9","15","13","13","18","10","1","2","1","11","Marrakech","16","Nador","9","Tetouan"
"139","AB294469755","RXNLQ","JLMLZ","1999","Tetouan","Info","2","14","15","17","9","20","16","3","1","2","19","Fes","12","Tanger","11","Tetouan"
"143","AB341464160","ZISDC","CCKWB","2002","Tetouan","Info","1","13","17","11","19","19","14","2","1","2","12","Rabat","16","Marrakech","18","Oujda"
"148","AB382671614","ZSNYR","VXTPA","2002","Rabat","Info","2","15","19","9","16","19","13","0","2","1","15","Tetouan","19","Tetouan","17","Agadir"
"159","AB634451837","HDUCA","MGYQQ","2000","Casablanca","Info","3","15","19","16","12","9","17","3","1","0","15","Marrakech","14","Marrakech","19","Nador"
"160","AB424774252","WQZZU","GYAJB","2002","Tetouan","Info","1","18","20","15","12","10","17","3","0","2","20","Marrakech","9","Tanger","9","Tanger"
"161","AB935220622","MQTMK","DUSHU","1998","Tanger","Info","1","15","9","18","11","14","19","2","0","2","20","Marrakech","13","Casablanca","15","Oujda"
"162","AB304454482","FYLIE","OQYZQ","2002","Oujda","Info","3","12","9","17","17","13","10","5","0","1","11","Oujda","19","Tetouan","11","Nador"
"169","AB346498893","RDFZQ","UOVRD","2000","Casablanca","Info","1","12","15","11","12","19","12","5","3","0","20","Tetouan","19","Tetouan","11","Fes"
"170","AB147540273","ZRBJX","NOTJE","2001","Agadir","Info","3","13","17","9","18","20","13","3","0","2","13","Fes","12","Marrakech","10","Rabat"
"174","AB193022727","DRBRZ","XZRZC","2000","Fes","Info","1","10","17","11","14","12","11","3","2","2","11","Marrakech","20","Casablanca","13","Casablanca"
"178","AB266986282","JPNTX","WKQFT","1998","Nador","Info","1","11","18","18","12","13","14","0","2","0","12","Fes","11","Nador","16","Tanger"
"190","AB630769049","MYQVE","ZBGGN","2002","Agadir","Info","2","19","15","12","20","12","14","4","3","1","16","Marrakech","18","Casablanca","9","Nador"
"192","AB520874267","KXVJI","WSSWI","1998","Agadir","Info","1","13","20","13","14","13","10","4","2","2","14","Casablanca","15","Oujda","15","Marrakech"
"200","AB646929557","VVFKP","BCKTZ","2001","Oujda","Info","1","18","19","18","17","16","9","5","3","0","20","Tetouan","18","Oujda","12","Agadir"
"203","AB213387784","XXZCO","FTPOO","2000","Rabat","Info","3","9","20","17","14","14","9","1","0","0","19","Agadir","20","Fes","14","Rabat"
"207","AB239667021","OTUYQ","RELAQ","1999","Tanger","Info","1","15","15","20","13","15","20","0","3","2","9","Casablanca","20","Rabat","13","Tanger"
"222","AB823047438","VNMIM","LQLFU","1998","Rabat","Info","2","15","18","18","13","15","17","0","0","1","9","Agadir","11","Oujda","17","Marrakech"
"226","AB135203806","XEGCN","GAFZX","2002","Fes","Info","3","17","18","14","18","16","18","2","1","0","16","Tanger","11","Marrakech","12","Casablanca"
"232","AB893618523","FIJFM","XLSJY","1998","Agadir","Info","3","11","13","15","18","19","17","4","1","2","13","Casablanca","14","Tanger","11","Tanger"
"234","AB542291914","FBFJD","HSNSI","1999","Nador","Info","1","10","16","20","15","18","10","2","2","1","9","Rabat","20","Rabat","12","Oujda"
"235","AB285131772","AYBNY","PGUNA","2000","Casablanca","Info","2","19","12","19","12","15","17","2","0","0","10","Fes","13","Nador","17","Oujda"
"241","AB539841359","TPJET","HCARU","2001","Agadir","Info","3","17","11","14","15","13","10","1","2","0","14","Oujda","20","Marrakech","14","Rabat"
"254","AB528285575","LHOSH","EMSNP","2001","Agadir","Info","2","20","12","15","13","19","16","3","1","2","9","Agadir","9","Tetouan","10","Marrakech"
"289","AB917926684","ZGDWK","GOWHI","1999","Tetouan","Info","2","11","14","13","20","9","16","5","2","0","20","Casablanca","13","Marrakech","12","Oujda"
"297","AB716620212","KZYQH","APTVZ","2000","Nador","Info","3","18","12","10","11","20","13","4","3","0","10","Rabat","14","Nador","12","Tetouan"
"302","AB762129897","TKQYH","TKVWL","2001","Casablanca","Info","2","18","13","19","18","13","18","1","1","0","9","Fes","11","Marrakech","20","Agadir"
"304","AB307646928","KKGVQ","PXRVP","2000","Casablanca","Info","3","16","15","18","14","12","14","0","3","0","9","Oujda","13","Tetouan","20","Nador"
"308","AB481211638","YVZUD","CCIOS","2001","Casablanca","Info","2","10","10","12","9","13","15","3","3","2","13","Marrakech","11","Nador","18","Nador"
"320","AB134872868","OQEKK","VIBQA","1998","Tanger","Info","3","11","17","17","20","18","12","4","2","2","13","Casablanca","10","Oujda","16","Tanger"
"329","AB093843807","QHJTY","RBQJV","2000","Nador","Info","1","11","18","13","19","9","11","2","2","0","13","Agadir","9","Tanger","15","Rabat"
"331","AB316628067","LPARA","YNXJZ","2001","Rabat","Info","1","18","14","14","10","17","15","1","0","0","9","Casablanca","9","Tanger","13","Tetouan"
"334","AB446257236","OYOYL","HUDVG","2001","Casablanca","Info","3","20","14","15","18","19","17","0","2","2","9","Agadir","16","Nador","17","Tanger"
"336","AB853863300","ZYFWX","CTZUJ","1999","Oujda","Info","3","9","15","11","18","18","14","5","2","2","19","Tetouan","17","Rabat","9","Tanger"
"341","AB459353264","OBCBY","THKUL","2001","Marrakech","Info","3","17","18","10","11","13","12","1","2","2","15","Agadir","12","Agadir","17","Casablanca"
"344","AB506690370","GTQLT","ENMLS","2001","Oujda","Info","3","19","12","15","19","19","16","1","0","0","19","Tetouan","14","Nador","16","Tanger"
"350","AB078109938","QZVNI","FJSUO","2001","Oujda","Info","1","13","18","18","13","17","10","0","0","0","12","Oujda","19","Rabat","15","Marrakech"
"351","AB748764582","SZBKX","HPAFH","2000","Tanger","Info","1","13","12","19","9","17","16","3","3","2","14","Tanger","20","Nador","12","Marrakech"
"353","AB308350756","KASYC","TLOFN","1999","Fes","Info","1","19","16","13","17","10","19","4","3","1","9","Marrakech","11","Marrakech","9","Marrakech"
"356","AB731546812","HIUNY","IIFUE","2000","Casablanca","Info","3","20","10","17","9","16","17","2","1","2","19","Tanger","17","Marrakech","9","Agadir"
"361","AB636846856","BAYKI","DOSZY","2000","Casablanca","Info","1","11","10","19","16","12","16","1","0","1","18","Casablanca","9","Casablanca","15","Fes"
"363","AB497497529","CINTK","FVKZD","1998","Oujda","Info","3","15","18","12","13","20","14","4","2","1","13","Marrakech","16","Tanger","15","Tetouan"
"374","AB293637635","FIOPK","FGMHM","2001","Fes","Info","3","18","20","11","20","19","11","1","0","0","10","Fes","9","Nador","18","Rabat"
"375","AB840081001","ZNYZY","QBOGR","2002","Tanger","Info","2","18","20","12","17","20","15","5","2","1","16","Nador","16","Nador","9","Rabat"
"377","AB555096393","KOOGG","OCVNJ","1998","Tetouan","Info","1","15","9","10","15","13","20","5","3","2","20","Agadir","20","Tetouan","16","Marrakech"
"379","AB634885135","CEOFC","LQROS","2001","Oujda","Info","2","19","13","14","14","10","19","2","1","0","18","Marrakech","17","Tetouan","10","Fes"
"384","AB196580043","PVXDO","YGMJP","2002","Agadir","Info","3","20","18","20","9","13","19","2","0","1","9","Nador","14","Tanger","17","Tanger"
"386","AB757868111","LKFMK","MFHCP","1998","Tanger","Info","3","14","20","20","19","14","19","1","0","1","17","Tanger","16","Casablanca","10","Tetouan"
"389","AB913118849","XMRSW","ESBON","2001","Tetouan","Info","2","11","13","14","14","15","16","0","1","0","10","Agadir","12","Casablanca","20","Rabat"
"396","AB404156213","EFNHA","WRXBD","2000","Tanger","Info","1","18","18","17","13","20","18","2","3","2","16","Marrakech","16","Rabat","20","Oujda"
"406","AB784341262","BAPDK","BJQJG","2002","Casablanca","Info","1","19","15","19","20","16","17","0","2","0","13","Marrakech","10","Nador","13","Marrakech"
"409","AB213581733","FMHLV","CLSLS","1999","Fes","Info","3","12","15","13","15","16","16","1","0","2","9","Nador","18","Rabat","19","Marrakech"
"410","AB117548614","LSUQA","LXBEO","2002","Casablanca","Info","3","10","9","10","18","11","14","1","3","1","20","Oujda","10","Agadir","19","Rabat"
"415","AB599799237","KKVNS","LLXYP","2001","Marrakech","Info","1","12","10","10","19","14","13","2","2","0","14","Fes","18","Marrakech","15","Fes"
"422","AB910710466","HCYET","DOCIG","2000","Fes","Info","2","10","14","16","12","9","10","3","3","1","10","Tanger","10","Nador","16","Tanger"
"429","AB863226221","SFZOY","OPIJB","2000","Casablanca","Info","1","14","20","12","18","16","12","2","1","2","10","Tanger","15","Fes","20","Oujda"
"430","AB905634648","RZQJW","QGOWN","1998","Casablanca","Info","3","18","10","12","17","9","13","2","2","1","11","Tanger","16","Tanger","11","Tetouan"
"432","AB014203414","MTGHN","LUJUA","2001","Rabat","Info","3","20","9","15","19","18","12","1","2","1","10","Marrakech","13","Tanger","9","Nador"
"435","AB732807244","OZTCJ","MGHVC","2000","Tanger","Info","2","20","18","17","13","12","16","1","2","0","15","Casablanca","19","Tanger","15","Tanger"
"437","AB649419909","GGWEY","HNJDC","2000","Fes","Info","1","17","11","19","19","11","18","2","2","1","9","Rabat","19","Agadir","10","Nador"
"450","AB978064939","GBFTX","VEVZH","2000","Marrakech","Info","2","17","18","17","12","9","14","0","1","1","10","Oujda","18","Tanger","11","Tanger"
"452","AB727234316","ZRBFP","PRIMU","2001","Oujda","Info","1","13","14","16","20","12","18","0","3","2","12","Oujda","13","Fes","9","Rabat"
"453","AB571131634","DSPBX","YBZEX","1998","Fes","Info","3","18","15","20","16","20","13","2","1","1","12","Nador","9","Oujda","20","Tanger"
"456","AB697947585","ZKJBG","KOSLM","2002","Fes","Info","1","17","11","13","10","11","10","0","0","2","12","Fes","16","Tetouan","12","Rabat"
"460","AB798222451","TINIE","TZJBY","2000","Tanger","Info","3","19","15","12","10","10","10","3","3","0","17","Marrakech","19","Marrakech","16","Marrakech"
"462","AB544210389","RMMHM","XUDBB","1998","Marrakech","Info","1","10","9","9","9","10","14","0","1","0","9","Rabat","12","Tanger","17","Nador"
"469","AB594586206","WKMYN","YHOTH","2000","Agadir","Info","1","14","20","17","16","20","15","2","0","1","19","Nador","20","Marrakech","10","Casablanca"
"473","AB016155048","NZIKF","SYISQ","1998","Marrakech","Info","1","15","19","13","20","12","15","4","2","2","17","Agadir","14","Agadir","20","Rabat"
"478","AB667358411","ZRXAP","XMITJ","2002","Tetouan","Info","2","20","20","15","12","19","12","0","2","0","11","Fes","18","Oujda","19","Fes"
"479","AB244784721","GLFHN","WCYYX","2001","Marrakech","Info","2","17","11","13","16","12","20","4","0","0","18","Rabat","15","Fes","18","Casablanca"
"481","AB575622057","DOWYZ","KTDFY","2000","Nador","Info","2","19","12","12","14","16","15","2","0","2","19","Oujda","11","Nador","13","Rabat"
"482","AB197326746","EIGIO","AUNJA","2002","Oujda","Info","3","9","16","11","14","19","18","4","0","2","19","Tanger","16","Nador","17","Tetouan"
"483","AB989211248","FJWVP","TCFOX","2000","Tanger","Info","2","14","17","20","20","17","11","0","3","0","18","Tanger","12","Fes","11","Rabat"
"486","AB257233223","HHJCS","PAFFG","2000","Oujda","Info","1","14","18","18","20","16","14","2","2","0","20","Oujda","16","Fes","13","Marrakech"
"498","AB816191871","MBECX","GFEOP","2002","Casablanca","Info","1","11","10","11","19","14","19","0","2","1","16","Nador","14","Tetouan","16","Nador"
"504","AB939955476","WBHAS","KOGJL","1999","Fes","Info","2","16","12","11","20","20","15","5","1","0","20","Casablanca","13","Nador","10","Tanger"
"511","AB059919469","SEVAF","KNWGS","1999","Marrakech","Info","3","17","17","12","12","15","16","3","2","2","20","Agadir","12","Nador","13","Marrakech"
"513","AB114837193","ZYAHD","FSGZV","1998","Tetouan","Info","3","18","14","12","13","19","12","2","3","0","11","Agadir","11","Oujda","15","Nador"
"530","AB171112946","YVQSG","AFMNJ","2002","Casablanca","Info","1","16","14","18","19","13","9","5","1","2","10","Rabat","11","Casablanca","17","Tetouan"
"534","AB655073767","JFZXC","ESBMG","2002","Tanger","Info","2","14","19","11","17","9","18","1","0","2","19","Tanger","12","Marrakech","14","Fes"
"536","AB072691058","CJRJJ","QRQGZ","1999","Tanger","Info","1","18","10","20","19","20","18","0","3","2","13","Fes","18","Rabat","19","Fes"
"553","AB359555366","BCXUR","FXYTF","2000","Casablanca","Info","1","11","10","15","19","14","18","0","3","0","14","Tanger","11","Rabat","20","Casablanca"
"557","AB364522705","FLAOQ","BSLUG","1999","Tanger","Info","3","20","15","18","9","18","14","2","3","0","20","Tetouan","17","Marrakech","10","Marrakech"
"575","AB115145508","AFPOX","JEVLC","1998","Marrakech","Info","2","18","17","11","18","12","15","4","1","2","17","Agadir","10","Marrakech","16","Nador"
"588","AB935107572","QQDMU","VOQCQ","2001","Marrakech","Info","1","12","16","17","14","12","14","4","2","1","16","Marrakech","13","Fes","13","Tanger"
"593","AB496809765","AHPAI","TPVPX","1998","Agadir","Info","2","12","13","16","11","12","11","2","3","1","18","Nador","18","Rabat","11","Casablanca"
"598","AB540620044","VSCUM","IHURT","1999","Nador","Info","2","10","10","9","14","15","11","3","0","2","18","Rabat","17","Agadir","16","Nador"
"602","AB144258854","RWTGQ","XKFZO","2002","Oujda","Info","2","10","15","13","12","17","14","5","2","1","10","Fes","16","Oujda","10","Nador"
"604","AB442352348","KCHCV","WENKM","2000","Agadir","Info","2","16","17","10","14","15","11","0","2","2","15","Marrakech","15","Rabat","20","Tanger"
"605","AB044859989","HOEAB","ZTUAG","1999","Fes","Info","1","10","20","17","12","14","9","5","1","0","13","Casablanca","18","Rabat","11","Marrakech"
"612","AB614100392","CFZBN","MPFIR","1998","Nador","Info","2","9","16","11","13","11","17","0","3","0","19","Marrakech","18","Casablanca","9","Nador"
"626","AB769338775","WIGZO","GVCWB","2001","Casablanca","Info","1","15","14","15","19","9","9","0","0","0","12","Fes","10","Fes","19","Tanger"
"629","AB395309901","QVFIA","UHGRI","1999","Rabat","Info","3","12","18","16","12","15","9","4","0","1","12","Marrakech","10","Marrakech","11","Tetouan"
"643","AB470702463","HQXKO","BUGCD","2000","Tetouan","Info","2","17","14","11","16","14","14","0","1","1","10","Marrakech","11","Rabat","10","Agadir"
"658","AB432722355","SVWAG","HCTHD","2001","Marrakech","Info","2","16","17","12","15","19","14","5","0","2","17","Casablanca","10","Marrakech","16","Agadir"
"659","AB942211053","ZUXQX","UNGGO","1999","Casablanca","Info","1","13","15","14","10","20","17","3","1","0","18","Nador","12","Nador","17","Marrakech"
"670","AB538655753","KYPAQ","XPKAV","2001","Oujda","Info","1","13","17","13","20","12","14","4","2","0","14","Oujda","14","Oujda","14","Tetouan"
"673","AB174437354","DAJXW","HPMMK","2000","Nador","Info","2","17","10","12","12","13","16","5","2","1","15","Casablanca","17","Marrakech","12","Fes"
"674","AB043308653","PBCXQ","XVEQO","2000","Fes","Info","1","20","13","12","11","20","14","5","0","1","9","Fes","11","Tanger","19","Tanger"
"682","AB276103835","XKALQ","CGCDR","2002","Nador","Info","3","17","18","16","13","16","17","4","1","1","16","Tetouan","15","Rabat","11","Tanger"
"688","AB098688462","DVUWZ","ZKXQY","1999","Casablanca","Info","1","16","17","13","13","14","17","5","1","0","13","Tanger","13","Oujda","19","Rabat"
"694","AB537703377","CPUYO","SNKRW","2001","Marrakech","Info","2","9","15","13","9","20","18","1","1","0","19","Agadir","11","Casablanca","19","Tetouan"
"696","AB502545903","CFRBH","ANGVN","2001","Agadir","Info","2","17","18","15","18","14","15","1","0","1","17","Rabat","20","Agadir","18","Oujda"
"709","AB780565987","SYWUA","DSYCC","2000","Rabat","Info","1","12","20","15","19","11","11","5","2","1","19","Fes","15","Casablanca","14","Marrakech"
"714","AB927477445","XHOXN","ZQKHX","1998","Rabat","Info","1","19","14","9","12","17","9","1","1","2","17","Tanger","15","Agadir","15","Rabat"
"719","AB645202679","FCIEY","EPTNI","2002","Tetouan","Info","2","15","20","14","14","10","10","5","2","2","18","Agadir","11","Rabat","10","Tetouan"
"730","AB262947308","KLSTG","HGRXB","2001","Nador","Info","1","14","17","16","16","9","10","0","0","1","14","Rabat","16","Casablanca","9","Rabat"
"731","AB124020152","WVBGX","FSRGT","1998","Oujda","Info","3","15","15","19","14","12","20","1","0","2","13","Oujda","10","Oujda","19","Casablanca"
"736","AB925372065","IEIOL","YMAYZ","2001","Marrakech","Info","3","15","15","18","10","20","16","2","1","2","18","Casablanca","20","Nador","12","Agadir"
"750","AB853625703","VVMZI","PVXHE","2001","Nador","Info","3","11","15","10","17","17","12","3","2","2","17","Rabat","14","Agadir","10","Marrakech"
"756","AB210951553","FFPXP","HLUYZ","2001","Nador","Info","2","12","12","12","15","12","11","1","1","1","12","Fes","20","Oujda","14","Rabat"
"757","AB196329838","UKQVY","IKTKU","1998","Tanger","Info","1","16","12","16","16","19","19","4","3","1","20","Nador","18","Rabat","9","Tanger"
"758","AB295898374","QZTHZ","XWXHH","1999","Agadir","Info","3","10","17","15","15","11","16","4","1","0","16","Agadir","16","Casablanca","20","Tanger"
"769","AB399505186","CUQYF","PADQG","2001","Fes","Info","3","16","14","14","10","9","14","3","1","2","18","Agadir","19","Agadir","14","Fes"
"776","AB016925387","GIDXV","ZFATT","1999","Rabat","Info","2","17","9","12","13","15","11","2","3","2","10","Casablanca","20","Rabat","12","Fes"
"780","AB333872595","OATJE","GSZXA","2001","Oujda","Info","2","19","12","12","13","13","16","1","1","0","15","Tetouan","14","Oujda","19","Casablanca"
"785","AB953368208","FPWVB","GKMPA","2001","Oujda","Info","3","20","18","20","10","19","10","4","1","0","13","Agadir","14","Casablanca","10","Rabat"
"786","AB496803463","PDOOA","CHHQW","1998","Oujda","Info","3","13","11","19","20","13","13","5","0","0","17","Casablanca","19","Agadir","14","Marrakech"
"787","AB689979302","BXJIF","ATLYC","1998","Nador","Info","1","12","20","10","11","19","12","0","3","2","18","Oujda","19","Tetouan","10","Agadir"
"790","AB660602378","PWWEM","NWDIP","1999","Agadir","Info","3","15","11","20","16","18","17","1","2","1","18","Agadir","14","Nador","19","Nador"
"791","AB442007915","JXDNI","CBXLL","2000","Tanger","Info","3","17","18","14","19","15","15","1","3","2","10","Tanger","10","Rabat","16","Rabat"
"793","AB065424737","IZJMA","JVIZL","1999","Tanger","Info","2","14","20","9","17","11","20","0","0","2","16","Tetouan","12","Oujda","18","Fes"
"803","AB474792652","GVJUP","GUHXA","1998","Nador","Info","3","20","12","20","13","20","15","2","1","1","16","Nador","11","Oujda","13","Casablanca"
"807","AB428674184","QJLQI","ZHJMU","2002","Nador","Info","2","9","20","14","16","12","17","5","1","0","12","Agadir","15","Nador","11","Fes"
"808","AB360560465","RQCHN","OFICV","1999","Casablanca","Info","1","9","15","10","17","13","17","2","0","0","19","Marrakech","20","Tetouan","13","Oujda"
"811","AB595925831","BURER","YSCYY","2002","Rabat","Info","3","19","16","9","9","17","13","5","2","0","20","Casablanca","15","Fes","9","Tetouan"
"812","AB517579709","MIWVF","AETZK","2002","Oujda","Info","2","12","16","15","13","16","16","2","3","0","16","Tetouan","9","Agadir","12","Marrakech"
"813","AB664278291","FYYJA","JWNNR","1999","Rabat","Info","2","18","13","19","12","12","12","3","3","1","10","Tetouan","10","Casablanca","19","Marrakech"
"821","AB520052198","BRMLR","LZPZC","1999","Nador","Info","1","20","12","11","9","10","20","0","2","2","14","Tetouan","12","Nador","12","Rabat"
"822","AB739412092","YCYXN","PCDUD","2000","Rabat","Info","3","17","20","9","17","9","10","5","3","2","19","Tetouan","17","Nador","10","Nador"
"823","AB097049568","SKKKF","HEEXQ","2002","Rabat","Info","3","15","15","15","14","14","19","4","0","0","15","Rabat","17","Oujda","20","Fes"
"825","AB136108284","WSHXD","UGIAA","2001","Rabat","Info","1","16","13","11","10","10","19","1","1","0","19","Nador","16","Tetouan","10","Nador"
"828","AB305703586","IFPVM","GUUBR","1998","Rabat","Info","2","10","18","19","17","19","16","0","3","1","14","Casablanca","11","Tetouan","14","Rabat"
"831","AB754858106","KZPVQ","BBNTG","2000","Oujda","Info","2","9","17","14","9","18","14","4","1","2","12","Oujda","14","Marrakech","12","Oujda"
"838","AB869944566","OMUKX","IVYMO","1998","Tetouan","Info","3","12","14","20","11","13","18","5","1","2","19","Agadir","11","Rabat","17","Marrakech"
"844","AB607718469","ARTGV","JYQWR","2000","Casablanca","Info","1","11","12","16","13","9","9","4","2","2","17","Tetouan","16","Nador","19","Casablanca"
"845","AB345631643","FMUFN","OXEQU","1999","Rabat","Info","2","18","17","10","12","16","19","4","1","0","13","Rabat","16","Nador","18","Casablanca"
"848","AB203393073","HILDH","KCANX","1998","Oujda","Info","3","18","16","18","11","17","20","3","2","2","20","Marrakech","20","Agadir","10","Fes"
"850","AB072850852","CMKAP","RIGMJ","2000","Fes","Info","3","10","10","16","11","17","12","4","1","0","12","Tetouan","12","Casablanca","19","Oujda"
"852","AB628619777","NLOCW","OVSMF","2002","Tanger","Info","3","19","16","15","16","13","13","5","1","2","10","Rabat","11","Tetouan","11","Agadir"
"861","AB118985620","NHGWK","BDBLX","2000","Tanger","Info","2","14","16","13","10","20","17","0","0","0","10","Nador","13","Casablanca","12","Agadir"
"869","AB192492916","YGRED","FLZXN","2000","Tanger","Info","3","16","18","19","13","11","16","5","3","0","14","Casablanca","16","Rabat","12","Agadir"
"871","AB452508737","CQHAP","IRYPP","2001","Oujda","Info","1","13","17","9","19","14","16","2","3","2","16","Tanger","17","Tetouan","14","Nador"
"874","AB489406225","QZKIM","GDWZP","1999","Rabat","Info","2","18","12","10","16","10","11","4","3","0","20","Tanger","20","Agadir","14","Marrakech"
"878","AB359567052","UDRWA","PQAIJ","1998","Fes","Info","1","12","19","13","16","11","16","4","1","1","18","Oujda","17","Oujda","12","Casablanca"
"885","AB153970564","IZSEG","SPZSJ","1998","Casablanca","Info","3","17","15","15","19","13","12","0","2","0","20","Fes","13","Oujda","10","Casablanca"
"894","AB329583345","ZTXKL","ZLPNZ","2001","Tetouan","Info","2","9","10","12","18","16","17","2","2","2","13","Tetouan","13","Casablanca","17","Tanger"
"909","AB101725763","IWPVW","EGWUM","2002","Marrakech","Info","2","9","10","16","11","11","9","1","3","1","17","Oujda","20","Agadir","19","Marrakech"
"916","AB640405825","OPDBH","BUMCW","2001","Fes","Info","2","19","16","16","16","16","15","5","2","0","13","Marrakech","15","Fes","10","Oujda"
"917","AB003420221","UIUSD","MMHBF","1999","Tetouan","Info","1","17","9","17","10","12","12","0","3","0","10","Rabat","11","Casablanca","9","Casablanca"
"926","AB287711054","OODXA","YLBTV","2001","Oujda","Info","3","17","15","18","13","14","10","1","1","0","14","Oujda","15","Rabat","9","Oujda"
"931","AB701647924","MCEBB","ACHYR","2000","Marrakech","Info","3","16","20","13","20","20","15","4","1","0","15","Marrakech","18","Agadir","13","Nador"
"934","AB262727458","VLYAS","JNROM","2001","Oujda","Info","3","14","10","9","17","11","10","4","1","1","11","Agadir","13","Tetouan","14","Oujda"
"939","AB755049525","GDEHI","MPOFV","2001","Casablanca","Info","2","16","17","17","16","19","17","0","1","1","20","Fes","11","Oujda","13","Agadir"
"943","AB115701080","ZHZJC","SFJBX","1999","Oujda","Info","2","19","16","12","15","14","20","3","2","1","19","Tanger","17","Nador","15","Marrakech"
