"cne","cin","Nom","Prenom","anneeNaissance","VilleBac","filiere","niveau","noteS1","noteS2","noteS3","noteS4","noteS5","noteS6","nbrAbsences","nbrRapportsMauvaiseConduite","nbrRapportsTriche","noteStage1","lieuxStage1","noteStage2","lieuxStage2","noteStage3","lieuxStage3"
"20","AB366148229","JILRY","LQDER","2000","Casablanca","Civil","3","11","10","20","9","17","9","3","3","2","13","Rabat","16","Nador","14","Marrakech"
"21","AB095626428","GDSEK","CJDFN","1998","Tetouan","Electrique","3","15","17","18","16","16","13","0","2","0","11","Marrakech","12","Marrakech","10","Fes"
"22","AB015203852","TANEA","YINKS","2002","Oujda","Info","1","12","15","18","13","20","19","5","2","0","19","Nador","16","Tetouan","15","Tetouan"
"23","AB444766599","XOQZD","YNRHY","1999","Nador","Electrique","1","18","19","11","20","10","18","5","0","2","20","Nador","17","Fes","9","Agadir"
"24","AB715318040","LNIVD","KGXDI","2001","Fes","Info","2","15","9","11","16","17","15","3","3","2","12","Agadir","15","Marrakech","19","Agadir"
"25","AB743059118","IQTDW","WQFQJ","1999","Oujda","Indus","1","12","19","14","10","20","14","4","1","1","14","Tetouan","11","Tetouan","14","Rabat"
"26","AB716316465","YSRUR","CDXMH","2001","Nador","Electrique","1","19","14","9","11","15","12","3","1","0","18","Tanger","19","Marrakech","20","Oujda"
"27","AB640574832","UUFDV","WAPMI","2000","Casablanca","Civil","3","12","19","9","18","19","15","4","0","1","12","Agadir","19","Casablanca","15","Oujda"
"28","AB668265626","PUFFI","POYLZ","2001","Fes","Finance","1","11","18","10","12","15","16","2","0","2","13","Oujda","11","Tanger","18","Marrakech"
"29","AB231146595","YUNJI","PBUJI","2001","Oujda","Electrique","1","11","15","13","9","11","17","4","0","0","19","Agadir","11","Tetouan","16","Oujda"
"30","AB267961321","PHDCN","HRQOM","1999","Tanger","Indus","2","14","18","19","20","11","13","3","2","0","15","Tetouan","9","Rabat","16","Tetouan"
"31","AB128776224","PNVDC","GKFGX","1998","Casablanca","Civil","1","12","12","9","11","10","19","2","2","2","18","Marrakech","14","Fes","14","Nador"
"32","AB084832228","GLFKF","JPQVO","2000","Rabat","Civil","1","20","10","18","17","15","18","5","2","1","18","Fes","20","Marrakech","16","Agadir"
"33","AB840040827","EXKGK","NPOIZ","2002","Nador","Indus","3","18","10","20","19","9","12","1","2","0","11","Fes","19","Tanger","11","Rabat"
"34","AB056787204","XFTHI","ISGAJ","2002","Oujda","Finance","1","18","13","15","13","18","17","0","1","0","14","Agadir","14","Casablanca","19","Nador"
"35","AB611922081","KOHOE","IEWNZ","2002","Agadir","Civil","3","18","14","17","16","18","12","0","1","1","14","Marrakech","11","Fes","9","Rabat"
"36","AB327897442","SSQLS","JHKJK","2001","Fes","Civil","2","20","11","12","20","19","10","5","3","1","18","Oujda","10","Casablanca","11","Tetouan"
"37","AB054365023","THEDY","DFOQB","1999","Oujda","Info","2","20","19","20","15","18","13","5","0","1","14","Fes","9","Tetouan","18","Tetouan"
"38","AB904855190","UKWGP","EBHPZ","2002","Marrakech","Info","2","13","13","14","11","15","11","4","1","2","19","Tetouan","13","Oujda","19","Oujda"
"39","AB648904845","RLUEB","CGCMQ","2002","Tetouan","Finance","2","12","18","20","15","16","14","5","2","2","13","Tetouan","9","Marrakech","19","Tetouan"
"40","AB428739632","EQDEA","SXKEI","2001","Marrakech","Civil","1","13","20","12","15","20","10","0","3","2","20","Tanger","18","Fes","11","Tanger"
"41","AB696092193","QMPNT","UOEDG","2000","Rabat","Electrique","2","15","13","14","13","17","12","1","3","2","12","Oujda","10","Agadir","13","Casablanca"
"42","AB049398883","LIWWE","EQIIX","1998","Agadir","Indus","2","13","20","17","14","15","18","1","0","2","9","Rabat","15","Fes","18","Rabat"
"43","AB722992368","CVRDA","WAPBJ","1999","Casablanca","Indus","2","10","12","12","10","16","11","0","3","1","19","Fes","17","Nador","11","Nador"
"44","AB415034551","DQMBU","BRAOE","1999","Marrakech","Indus","3","15","13","18","18","17","15","3","1","0","19","Nador","10","Fes","16","Rabat"
"45","AB875004429","MJSWZ","RPNFB","2000","Agadir","Info","1","15","11","15","18","9","15","1","1","1","19","Tetouan","11","Agadir","15","Rabat"
"46","AB890641520","ITUYZ","GLPNT","1998","Casablanca","Indus","3","18","13","19","10","9","17","3","0","2","9","Oujda","17","Fes","16","Oujda"
"47","AB728265171","PRYTY","CTSZR","2002","Agadir","Civil","2","9","17","16","13","15","14","1","1","0","18","Fes","15","Tanger","15","Tanger"
"48","AB952341544","PPYXQ","MFIIU","1998","Casablanca","Indus","3","17","18","18","17","13","20","2","1","2","17","Rabat","13","Nador","11","Casablanca"
"49","AB246149240","WXDWI","GWLFF","2002","Fes","Indus","1","19","15","9","13","14","14","4","3","2","15","Marrakech","14","Marrakech","20","Agadir"
"50","AB813488387","ZACZZ","ZSXZV","1999","Agadir","Electrique","1","10","13","10","12","12","18","5","1","0","18","Agadir","9","Marrakech","18","Fes"
"51","AB290250568","CHNFB","JVRGD","1998","Fes","Finance","1","15","20","16","15","15","12","3","0","1","18","Casablanca","14","Fes","12","Rabat"
"52","AB453457279","TEBHX","OXCAY","2002","Nador","Electrique","1","18","17","13","18","16","10","0","2","0","11","Fes","18","Marrakech","15","Agadir"
"53","AB869082638","CCOZH","GFKBZ","1999","Marrakech","Finance","1","10","19","11","18","9","10","2","2","2","9","Tetouan","11","Marrakech","19","Oujda"
"54","AB466863443","NUAJE","NKCDY","2000","Rabat","Finance","1","17","14","20","17","9","16","3","1","1","14","Agadir","17","Marrakech","19","Marrakech"
"55","AB579307762","MKMWJ","YETFJ","1998","Marrakech","Info","2","11","20","14","20","13","12","2","0","0","11","Rabat","12","Agadir","17","Fes"
"56","AB298269052","VMTQY","UIHLZ","2001","Oujda","Electrique","3","12","17","9","18","17","20","5","2","1","15","Casablanca","9","Agadir","17","Tanger"
"57","AB263851871","YOBNQ","TMENM","1998","Tanger","Finance","2","11","11","17","13","18","14","4","0","0","17","Casablanca","19","Casablanca","17","Tetouan"
"58","AB362817822","WPQUV","ZMZEB","1998","Oujda","Finance","2","20","14","10","16","19","12","3","0","2","15","Tetouan","13","Tetouan","12","Tetouan"
"59","AB158449060","ZQRYD","TNRRK","2001","Fes","Info","2","19","10","11","12","19","16","2","2","1","13","Nador","20","Nador","11","Marrakech"
"60","AB622723090","ZGMUO","JUGYA","2002","Oujda","Civil","2","14","12","19","9","20","17","0","2","1","12","Oujda","11","Marrakech","14","Marrakech"
"61","AB126956362","QNDEH","ISXNZ","2002","Agadir","Electrique","2","11","19","11","16","13","17","0","0","0","13","Agadir","20","Oujda","11","Rabat"
"62","AB169365340","NLOWQ","EKZLC","1999","Casablanca","Indus","1","18","14","18","19","12","12","3","0","1","11","Tetouan","12","Marrakech","20","Fes"
"63","AB938418075","CDHFD","LKQZD","1998","Tetouan","Electrique","1","18","17","13","17","17","14","3","1","2","11","Agadir","10","Agadir","15","Oujda"
"64","AB639374513","DQSAS","EJFKI","2001","Fes","Electrique","2","13","17","18","18","19","9","3","0","2","10","Tanger","18","Tetouan","9","Agadir"
"65","AB090433269","YLDFF","QNZXQ","2001","Casablanca","Finance","3","13","16","12","9","18","12","3","3","2","15","Oujda","13","Agadir","19","Agadir"
"66","AB874984676","PJAYK","IRHSI","2001","Marrakech","Info","1","18","12","13","18","16","17","0","0","0","10","Nador","12","Fes","17","Casablanca"
"67","AB196429013","DPKGJ","ZCASV","1999","Fes","Electrique","1","11","11","18","9","18","14","0","3","0","15","Casablanca","9","Oujda","18","Fes"
"68","AB328084651","QOVJH","XJXNX","2001","Tanger","Finance","3","9","10","11","11","18","18","4","3","2","20","Agadir","17","Tetouan","20","Marrakech"
"69","AB887662203","UCJFY","PDYTX","1998","Nador","Civil","3","19","20","14","15","9","11","0","2","0","13","Casablanca","10","Casablanca","13","Agadir"
"70","AB430020835","VKVRX","ZRVPM","1998","Tetouan","Info","2","9","12","12","16","14","20","1","2","1","19","Agadir","12","Marrakech","17","Nador"
"71","AB932855296","UDZGH","HIJCE","2002","Tetouan","Electrique","2","20","20","10","9","11","18","5","2","2","13","Marrakech","11","Tetouan","16","Marrakech"
"72","AB161764616","OUOWG","CDMEH","1998","Fes","Electrique","3","12","19","16","15","16","14","3","0","0","11","Tanger","14","Tanger","12","Tanger"
"73","AB550262325","IQDPL","VVNZT","1998","Rabat","Electrique","3","13","19","15","15","9","10","2","3","2","19","Casablanca","10","Tanger","17","Nador"
"74","AB796188865","EPGOF","BNVRC","2000","Casablanca","Civil","1","12","18","11","19","12","17","4","2","1","15","Nador","10","Agadir","10","Rabat"
"75","AB221194296","PKXWR","HCOMO","2001","Casablanca","Finance","1","9","9","10","9","16","16","0","2","0","11","Fes","20","Fes","15","Tanger"
"76","AB690082675","TPMNK","PWCWA","1998","Casablanca","Finance","2","11","10","11","14","14","19","1","3","0","16","Rabat","14","Marrakech","17","Casablanca"
"77","AB687120827","NIMYO","ZGXGR","1998","Nador","Info","3","18","18","13","14","19","9","5","2","1","18","Casablanca","16","Oujda","20","Fes"
"78","AB207667391","JGNTK","WRKYL","2000","Tetouan","Info","1","14","9","19","13","18","14","5","2","0","9","Casablanca","10","Marrakech","12","Oujda"
"79","AB513435496","UKTAL","GXTDP","2000","Fes","Finance","1","9","9","16","10","10","12","0","2","2","19","Casablanca","11","Tetouan","14","Fes"
"80","AB665196403","GOODQ","GZCEB","2002","Nador","Finance","1","9","14","13","12","18","15","5","0","1","20","Tanger","16","Oujda","13","Rabat"
"81","AB774111971","ORITP","TNHOL","2000","Rabat","Info","1","20","12","9","14","15","18","5","2","1","12","Rabat","14","Tanger","10","Nador"
"82","AB189342680","CYUXP","CDLHQ","1999","Casablanca","Finance","2","16","9","18","10","20","11","0","0","1","11","Rabat","9","Rabat","16","Rabat"
"83","AB243876652","KBJCB","YSMXM","1999","Nador","Info","1","11","11","18","10","20","14","1","1","1","14","Fes","10","Tetouan","20","Rabat"
"84","AB029141971","OCUXY","OOOBW","1998","Fes","Civil","2","16","19","17","20","14","14","5","3","0","10","Nador","10","Casablanca","16","Tetouan"
"85","AB205023792","YNINE","OXKAQ","1999","Oujda","Info","3","17","16","10","9","17","20","3","1","1","9","Agadir","20","Oujda","9","Tanger"
"86","AB929184671","PGTRC","OYYBF","1999","Casablanca","Civil","1","13","20","18","10","10","19","2","3","2","14","Marrakech","17","Nador","16","Rabat"
"87","AB545999429","EHQTN","GHVYM","1999","Marrakech","Electrique","1","19","12","11","13","18","16","1","0","0","9","Marrakech","18","Tanger","19","Casablanca"
"88","AB569750585","UIBHN","BXPFU","2001","Casablanca","Info","1","9","9","14","9","11","15","2","3","2","15","Marrakech","15","Fes","15","Fes"
"89","AB297977244","QMWFJ","GTGSP","2000","Agadir","Civil","2","17","10","15","16","16","13","0","3","0","18","Tanger","19","Marrakech","16","Agadir"
"90","AB338253070","UXUUG","SNBAP","1999","Fes","Finance","3","11","10","9","20","19","19","4","0","0","11","Tetouan","10","Casablanca","17","Tanger"
"91","AB093525290","XKZYP","ZMWJJ","2001","Casablanca","Indus","2","16","10","19","19","14","15","3","2","0","15","Casablanca","16","Tetouan","17","Marrakech"
"92","AB669933602","MZNEZ","IPXCF","1998","Tanger","Electrique","3","9","12","10","20","20","15","5","2","1","14","Agadir","20","Rabat","16","Casablanca"
"93","AB803666636","VIFGP","BDOZT","2002","Tanger","Civil","2","10","14","14","20","19","11","3","0","0","12","Nador","10","Agadir","11","Fes"
"94","AB099471937","SFOMX","SGYTN","1998","Tanger","Electrique","1","15","13","14","14","16","17","4","0","2","13","Agadir","20","Casablanca","16","Rabat"
"95","AB796703775","UEOLY","PRNRX","2000","Agadir","Civil","2","10","13","16","11","12","17","2","1","1","18","Oujda","19","Casablanca","18","Fes"
"96","AB750009691","ZIXQV","LJHLN","2002","Oujda","Info","1","20","10","20","19","14","18","4","0","1","18","Rabat","12","Tanger","14","Agadir"
"97","AB394191080","PQVLA","BWXYK","1998","Rabat","Electrique","3","17","13","11","17","9","13","2","3","2","15","Fes","17","Tetouan","10","Oujda"
"98","AB239016254","BWSGV","VADRI","2000","Casablanca","Info","2","19","11","20","18","15","17","3","0","0","19","Agadir","14","Tanger","18","Oujda"
"99","AB644997939","ZWPNC","JBVVG","2001","Agadir","Indus","3","12","11","19","17","14","17","5","0","2","11","Nador","14","Tetouan","13","Fes"
"100","AB144503499","OLQHN","YWADB","1998","Nador","Indus","3","18","18","17","17","19","17","1","1","2","19","Marrakech","13","Oujda","11","Nador"
"101","AB696167316","QUIXG","VRFEX","1998","Fes","Indus","2","17","12","18","16","17","14","2","3","0","17","Nador","12","Rabat","13","Tetouan"
"102","AB127624841","HHHIN","TVFES","1998","Casablanca","Finance","2","17","20","16","9","9","20","4","2","1","17","Agadir","14","Marrakech","11","Tetouan"
"103","AB295946800","DUOTA","NKZUA","1999","Tetouan","Finance","3","11","10","18","17","20","11","4","2","0","15","Marrakech","14","Fes","19","Tanger"
"104","AB967119121","PDIAV","MWQIA","2000","Rabat","Civil","1","19","15","16","12","17","19","0","1","1","20","Nador","12","Marrakech","9","Tetouan"
"105","AB946523798","LDISI","ZDXZQ","2002","Oujda","Info","2","10","14","15","10","11","14","0","0","1","19","Agadir","11","Agadir","14","Rabat"
"106","AB216084854","VBFBG","TZOTP","2000","Nador","Electrique","2","13","13","9","19","11","18","3","3","0","19","Marrakech","12","Nador","15","Tanger"
"107","AB126430214","VBAOB","AZRVG","2002","Marrakech","Finance","2","9","17","15","13","9","15","1","0","2","14","Fes","12","Oujda","16","Rabat"
"108","AB710060114","GXYHO","OCGXO","1999","Agadir","Info","3","13","14","15","9","15","12","3","0","2","20","Tetouan","18","Tetouan","10","Oujda"
"109","AB632711502","ZSJRP","VTXYJ","1999","Casablanca","Finance","1","12","11","18","12","20","19","1","1","2","10","Fes","11","Tanger","20","Tanger"
"110","AB296400795","XKQXE","LFMIV","1999","Oujda","Indus","3","12","9","19","16","12","20","2","1","0","14","Marrakech","17","Marrakech","15","Tanger"
"111","AB492446673","WOEZQ","JLZTC","2001","Marrakech","Civil","3","17","16","14","9","14","9","4","0","0","20","Fes","11","Nador","20","Tanger"
"112","AB118811683","PTSOO","HIQMD","2001","Tetouan","Finance","1","15","19","9","17","15","17","5","0","1","9","Oujda","15","Tetouan","9","Nador"
"113","AB074844940","KCNXS","ZSZUD","2001","Oujda","Civil","3","10","20","15","15","14","14","0","1","0","13","Nador","17","Tanger","15","Oujda"
"114","AB341427153","AJLZO","ZYJDM","1998","Marrakech","Indus","3","13","10","13","17","18","15","3","2","0","9","Tetouan","13","Fes","17","Oujda"
"115","AB125364514","JVLCE","WNLSW","2001","Oujda","Indus","3","18","19","17","16","20","10","5","1","0","19","Casablanca","15","Rabat","20","Tetouan"
"116","AB248354487","HCSFK","FDJPJ","1998","Agadir","Info","2","9","15","10","19","13","16","1","3","1","12","Nador","14","Tanger","12","Casablanca"
"117","AB310311286","NEBGO","JMZSQ","1999","Oujda","Finance","3","12","11","12","14","13","9","2","2","1","15","Agadir","19","Marrakech","14","Casablanca"
"118","AB025905683","HYTPC","PHOHG","2002","Tetouan","Info","2","18","19","19","12","9","14","4","1","0","16","Oujda","20","Oujda","9","Oujda"
"119","AB658388915","FZTDJ","NQZTF","2000","Tetouan","Civil","2","14","13","19","12","20","13","3","2","2","17","Agadir","12","Nador","11","Rabat"
"120","AB104767893","BYMFN","VASMJ","2002","Tetouan","Electrique","1","18","9","19","13","13","9","5","3","1","19","Nador","19","Rabat","15","Tetouan"
"121","AB441639282","CROWG","DGLYP","2000","Fes","Indus","2","16","11","9","12","17","15","4","2","0","19","Agadir","9","Oujda","20","Fes"
"122","AB484021829","VENPM","UNVVH","2002","Oujda","Electrique","1","15","14","16","15","16","15","5","3","1","18","Casablanca","15","Nador","12","Tetouan"
"123","AB803284886","FMIBN","CAWVM","2002","Fes","Indus","2","13","17","17","17","18","9","5","2","1","19","Agadir","12","Casablanca","17","Casablanca"
"124","AB288734951","YAQGW","VFPTP","2001","Agadir","Info","3","20","14","13","20","17","16","3","2","2","20","Fes","18","Tetouan","9","Rabat"
"125","AB340081554","CIWGB","RJQGG","1999","Oujda","Electrique","3","19","18","20","19","14","14","2","2","2","16","Oujda","10","Agadir","10","Tanger"
"126","AB822521569","XVWCF","OZXDD","2000","Tetouan","Finance","1","13","9","16","11","14","17","0","1","0","14","Nador","15","Nador","13","Fes"
"127","AB307806051","EUEVC","YKTRJ","2000","Nador","Civil","1","20","17","10","20","14","15","5","0","0","13","Oujda","15","Agadir","17","Tanger"
"128","AB256122644","KDIYK","PCTHV","1998","Nador","Civil","3","18","20","15","16","19","9","4","3","2","9","Marrakech","12","Casablanca","11","Tanger"
"129","AB500441149","REKKN","ACPTS","1998","Agadir","Electrique","2","20","14","13","10","10","18","0","2","1","17","Marrakech","19","Tanger","13","Rabat"
"130","AB990406373","CCJYI","JETRB","2001","Casablanca","Electrique","3","12","12","9","12","17","13","3","3","0","17","Oujda","16","Tanger","17","Oujda"
"131","AB584789547","VNCAQ","RDEYU","1998","Tetouan","Civil","2","13","13","11","9","12","13","3","0","2","16","Oujda","14","Fes","13","Tanger"
"132","AB074675428","NZUAG","IRRUE","1999","Marrakech","Info","1","14","18","16","9","11","19","1","1","2","13","Nador","10","Rabat","12","Agadir"
"133","AB993161345","OVSCI","HKYRN","2000","Rabat","Civil","2","13","12","10","9","11","16","3","0","1","9","Oujda","15","Casablanca","17","Fes"
"134","AB749147266","HANUI","XUYGC","2000","Casablanca","Info","2","20","20","11","9","18","15","5","1","0","17","Casablanca","18","Rabat","18","Rabat"
"135","AB315971205","GUPAE","SNEYJ","2000","Oujda","Indus","1","20","13","11","13","10","12","3","3","1","10","Casablanca","19","Rabat","20","Oujda"
"136","AB073213046","MHKAX","QLTQQ","2001","Oujda","Info","2","9","15","13","13","18","10","1","2","1","11","Marrakech","16","Nador","9","Tetouan"
"137","AB528403775","VVUHB","JOEMN","2000","Casablanca","Electrique","2","19","18","17","16","14","18","0","1","0","18","Casablanca","15","Tetouan","12","Tanger"
"138","AB045038569","OTAZG","QSMVP","2000","Nador","Indus","1","9","16","9","20","14","15","5","3","2","15","Tanger","11","Oujda","18","Rabat"
"139","AB294469755","RXNLQ","JLMLZ","1999","Tetouan","Info","2","14","15","17","9","20","16","3","1","2","19","Fes","12","Tanger","11","Tetouan"
"140","AB753405498","AKRWR","CFPOU","1998","Agadir","Civil","2","14","12","13","20","17","12","5","1","2","13","Rabat","19","Marrakech","9","Agadir"
"141","AB746525000","KUWYP","NPNTX","2000","Fes","Indus","3","15","12","11","20","14","20","2","2","2","11","Tetouan","19","Agadir","11","Fes"
"142","AB510804657","CRHWP","DDAMX","2002","Tanger","Finance","3","20","16","16","18","16","10","4","2","1","11","Oujda","15","Casablanca","12","Nador"
"143","AB341464160","ZISDC","CCKWB","2002","Tetouan","Info","1","13","17","11","19","19","14","2","1","2","12","Rabat","16","Marrakech","18","Oujda"
"144","AB559693636","TIZBF","HNFCS","1999","Tetouan","Civil","1","10","11","15","11","20","16","3","0","0","12","Nador","20","Marrakech","17","Rabat"
"145","AB683265123","NYOSG","TIAKZ","1998","Agadir","Electrique","1","11","20","15","13","12","18","1","0","2","9","Tetouan","18","Marrakech","18","Agadir"
"146","AB657395358","TKQLM","UDJPC","2000","Fes","Civil","2","20","10","12","20","14","13","4","3","0","12","Rabat","11","Agadir","20","Agadir"
"147","AB939917309","GTKCU","DFMKF","1998","Fes","Electrique","2","12","16","18","10","14","14","3","0","2","11","Casablanca","16","Casablanca","12","Rabat"
"148","AB382671614","ZSNYR","VXTPA","2002","Rabat","Info","2","15","19","9","16","19","13","0","2","1","15","Tetouan","19","Tetouan","17","Agadir"
"149","AB927303594","PGDNQ","TWMXO","2000","Tetouan","Electrique","2","20","15","14","15","20","12","1","2","0","14","Oujda","15","Fes","11","Rabat"
"150","AB473373157","WCJLV","BBKWD","1998","Nador","Electrique","1","12","18","19","12","17","12","5","3","0","17","Fes","13","Rabat","11","Tanger"
"151","AB302701534","PICGU","NPEZE","1999","Tanger","Indus","3","12","10","19","10","11","18","0","1","1","9","Agadir","9","Fes","15","Fes"
"152","AB299609582","NRYNO","LDSNJ","2000","Casablanca","Civil","1","11","17","13","17","20","16","3","0","2","9","Nador","11","Tanger","19","Agadir"
"153","AB181190787","ZDFDD","MXPRE","2001","Rabat","Electrique","2","9","9","20","10","12","10","4","1","0","17","Marrakech","20","Casablanca","14","Tetouan"
"154","AB735108394","YHOEK","RRNNR","1999","Casablanca","Finance","3","12","14","13","11","17","18","5","3","2","18","Marrakech","14","Tetouan","9","Agadir"
"155","AB935031370","MAMNM","WHFMB","2000","Oujda","Civil","3","17","16","10","13","19","18","2","0","0","14","Tanger","18","Marrakech","16","Marrakech"
"156","AB734211408","VEOSY","UYFTJ","2000","Fes","Finance","3","12","12","13","14","13","9","2","3","0","19","Rabat","16","Tetouan","12","Marrakech"
"157","AB366843364","GYEUA","VDWVK","2001","Marrakech","Indus","3","20","17","10","11","19","20","1","2","2","19","Rabat","20","Tetouan","20","Nador"
"158","AB458498184","OJRDA","HZXVM","2001","Agadir","Electrique","2","15","12","11","16","11","17","4","2","2","18","Tetouan","10","Tetouan","16","Tetouan"
"159","AB634451837","HDUCA","MGYQQ","2000","Casablanca","Info","3","15","19","16","12","9","17","3","1","0","15","Marrakech","14","Marrakech","19","Nador"
"160","AB424774252","WQZZU","GYAJB","2002","Tetouan","Info","1","18","20","15","12","10","17","3","0","2","20","Marrakech","9","Tanger","9","Tanger"
"161","AB935220622","MQTMK","DUSHU","1998","Tanger","Info","1","15","9","18","11","14","19","2","0","2","20","Marrakech","13","Casablanca","15","Oujda"
"162","AB304454482","FYLIE","OQYZQ","2002","Oujda","Info","3","12","9","17","17","13","10","5","0","1","11","Oujda","19","Tetouan","11","Nador"
"163","AB442667873","GSDPW","JBPHE","2001","Tetouan","Electrique","3","9","11","10","14","17","9","0","2","2","10","Tanger","14","Agadir","15","Tanger"
"164","AB107511771","ILDAY","JCPFR","2002","Tanger","Civil","2","11","12","17","18","16","15","1","0","2","18","Tanger","11","Tetouan","16","Tanger"
"165","AB571698464","YRGQK","WJOXW","1999","Marrakech","Electrique","2","9","16","18","19","17","16","2","1","1","20","Agadir","17","Fes","20","Nador"
"166","AB958693184","UKEGC","EAEVN","1999","Oujda","Indus","3","13","14","10","11","10","9","5","0","2","9","Tetouan","9","Fes","16","Marrakech"
"167","AB696092586","LGHVJ","KIHME","2000","Oujda","Civil","2","11","17","12","12","15","14","0","3","0","13","Nador","12","Nador","13","Fes"
"168","AB823125400","XIGDL","UQTDQ","1999","Fes","Finance","1","12","19","11","18","11","16","1","3","0","16","Casablanca","12","Fes","16","Tanger"
"169","AB346498893","RDFZQ","UOVRD","2000","Casablanca","Info","1","12","15","11","12","19","12","5","3","0","20","Tetouan","19","Tetouan","11","Fes"
"170","AB147540273","ZRBJX","NOTJE","2001","Agadir","Info","3","13","17","9","18","20","13","3","0","2","13","Fes","12","Marrakech","10","Rabat"
"171","AB205363770","JAGYR","NBPBW","1998","Rabat","Indus","3","11","13","18","19","12","11","4","0","0","12","Agadir","17","Fes","14","Tanger"
"172","AB480425465","WEVVD","SGTNA","1999","Fes","Finance","1","9","17","20","19","11","15","0","1","2","17","Fes","9","Tetouan","17","Tetouan"
"173","AB609406334","FFFLK","KZYOF","2000","Marrakech","Electrique","3","11","10","13","19","10","16","1","0","1","9","Tanger","10","Oujda","13","Tetouan"
"174","AB193022727","DRBRZ","XZRZC","2000","Fes","Info","1","10","17","11","14","12","11","3","2","2","11","Marrakech","20","Casablanca","13","Casablanca"
"175","AB177904414","PJNLW","JJAYY","1998","Fes","Indus","1","11","13","17","19","16","20","2","1","2","20","Rabat","12","Oujda","19","Nador"
"176","AB011940930","SLYZY","TSKSV","2002","Oujda","Electrique","2","14","19","11","9","11","13","1","0","1","15","Tanger","12","Rabat","11","Tetouan"
"177","AB890409214","TJJVO","OKZCE","2000","Tetouan","Electrique","3","17","11","12","18","11","18","0","0","1","15","Marrakech","17","Marrakech","11","Rabat"
"178","AB266986282","JPNTX","WKQFT","1998","Nador","Info","1","11","18","18","12","13","14","0","2","0","12","Fes","11","Nador","16","Tanger"
"179","AB472276367","WHSPW","SOOCD","1998","Tanger","Indus","1","17","15","14","20","13","13","2","2","1","10","Oujda","13","Nador","9","Agadir"
"180","AB072876267","FIHFD","RBNWW","2002","Oujda","Indus","1","14","10","14","15","10","10","2","2","0","10","Nador","15","Marrakech","12","Tetouan"
